priority_rank,dasch_plate_id,poss_exposure_id,detected_in,ra_deg,dec_deg,peak_snr,polarity,nearest_other_arcsec,status
1,bi05397,POSS-I:266:E,POSS,259.8117331964965,-6.058855704135191,32.71445153123796,1,99.08418536886228,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8299272610597,-6.150960143581645,32.604771723037416,1,68.38838461263833,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9217307878683,-6.221711222022905,32.60016521903871,1,87.4288966578083,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9570173823699,-6.293001297418369,32.5104076563044,1,14.384364023134621,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.00149325877874,-6.194669765444728,32.50839039405947,1,41.99773100192803,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.82166890496603,-6.034750111035376,32.45368998476364,1,59.56933453937329,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8661586158143,-6.22934158566952,32.45079285531536,1,54.43568451470344,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0930202253702,-6.117991310637319,32.22570477311761,1,21.823539349859548,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.08484679734414,-6.070288682997927,32.21233550674466,1,46.02637666379588,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0331769477192,-6.120921523438389,32.19194294554253,1,52.641679793409736,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.06670185063894,-6.022602065197096,32.17985209889158,1,58.02573544132914,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.057035169222,-6.174742078174337,32.00447946378165,1,69.53571431430044,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.048406011229,-6.135543381865686,31.925235335101405,1,50.621999492043265,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0545810956388,-6.135533649479457,31.89777281900606,1,52.0739647598721,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8992012618282,-6.1050485414750275,31.734692705352604,1,23.929792929627023,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9128099244452,-6.0100709898477165,31.732289283666894,1,40.46880614990604,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.03279501979614,-6.168165870345934,31.732112254555265,1,85.14617051214276,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8968838925807,-6.138594619221156,31.696438650547815,1,11.487194938588294,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9564964637466,-6.26796272158169,31.633197405772624,1,55.85510670858574,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.04256041090696,-6.062324822940446,31.5974903126235,1,71.35434361751123,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.1037056105385,-6.229941194880918,31.570024263761862,1,61.85009860272149,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.86133845536966,-6.187300420919135,31.568072104672403,1,16.644239543058884,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.91984623593964,-6.230690081148307,31.540234375075183,1,79.25667588670359,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.02097712931777,-6.197947568141375,31.428287962586918,1,45.30451800914264,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.99114211852833,-6.247598179652747,31.424316974054314,1,88.18686055497398,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9860103876337,-6.045402272243232,31.419728038958873,1,24.574982262607197,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.07479555245476,-6.032510178662029,31.378112255714893,1,79.2124933148509,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.91706327302035,-5.998254473792647,31.31229774666783,1,43.81254968014713,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.08360821063525,-6.160526123037893,31.31020404432359,1,40.04376995163823,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.91703874568185,-6.255260665157385,31.249743540491416,1,110.33466301666012,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.826628297217,-6.167499319180639,31.170809745310425,1,86.94723227365351,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.08104071915517,-6.297537412364854,31.139234345396822,1,54.50685652581243,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0242379170924,-6.164871930058445,31.134243168395166,1,66.89945843328324,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0518789337043,-6.209238216801107,31.115704855817253,1,84.97356306837558,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8536264948423,-6.1192786752779424,31.049803435342806,1,55.74467830998071,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9593496277953,-6.010007657426613,30.915744905841606,1,40.38449054674392,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0238986155699,-6.2343208911660835,30.838181580514597,1,57.35947753021117,unvetted_single-image_peak
