pair_id,exposure_a,exposure_b,plate_a,plate_b,archive_a,archive_b,site_a,site_b,site_pair,timing_bin,min_fragment_gap_seconds,fragment_overlap_intervals_json,fragment_overlap_count,total_fragment_overlap_seconds,max_fragment_overlap_seconds,scan_id_a,scan_id_b,solution_id_a,solution_id_b,solution_num_a,solution_num_b,common_tangent_area_deg2,common_fraction_of_a,common_fraction_of_b,common_fraction_of_smaller,site_separation_km_diagnostic,site_separation_band,epoch_label,in_1951_1955,pre_sputnik
86035|121580,86035,121580,58131,78897,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",GT0_LE5MIN,271.000000,[],0,0.000000,0.000000,62531,104083,64835,105297,1,1,21.3412404132,0.5396659010,0.0162990719,0.5396659010,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86311|121749,86311,121749,58269,79065,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":598.0,""end_utc"":""1930-03-29T21:10:34+00:00"",""exposure_active"":121749,""exposure_current"":86311,""start_utc"":""1930-03-29T21:00:36+00:00""}]",1,598.000000,598.000000,62807,104177,65280,105357,1,1,32.7193996795,0.8203299354,0.0245752128,0.8203299354,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86312|121749,86312,121749,58269,79065,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":179.0,""end_utc"":""1930-03-29T21:14:03+00:00"",""exposure_active"":121749,""exposure_current"":86312,""start_utc"":""1930-03-29T21:11:04+00:00""}]",1,179.000000,179.000000,62807,104177,65280,105357,1,1,32.7193996795,0.8203299354,0.0245752128,0.8203299354,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86313|121749,86313,121749,58270,79065,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":147.0,""end_utc"":""1930-03-29T21:20:00+00:00"",""exposure_active"":121749,""exposure_current"":86313,""start_utc"":""1930-03-29T21:17:33+00:00""}]",1,147.000000,147.000000,62808,104177,65279,105357,1,1,38.7873367288,1.0000000000,0.0295679282,1.0000000000,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86389|121880,86389,121880,58308,79196,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":544.0,""end_utc"":""1930-06-18T22:06:04+00:00"",""exposure_active"":86389,""exposure_current"":121880,""start_utc"":""1930-06-18T21:57:00+00:00""}]",1,544.000000,544.000000,62885,104284,65389,105404,2,1,15.7103420179,0.4063516089,0.0968123899,0.4063516089,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86390|121880,86390,121880,58308,79196,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":209.0,""end_utc"":""1930-06-18T22:10:03+00:00"",""exposure_active"":121880,""exposure_current"":86390,""start_utc"":""1930-06-18T22:06:34+00:00""}]",1,209.000000,209.000000,62885,104284,65389,105404,2,1,15.7103420179,0.4063516089,0.0968123899,0.4063516089,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86391|121880,86391,121880,58309,79196,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":658.0,""end_utc"":""1930-06-18T22:27:00+00:00"",""exposure_active"":121880,""exposure_current"":86391,""start_utc"":""1930-06-18T22:16:02+00:00""}]",1,658.000000,658.000000,62887,104284,65387,105404,2,1,18.8687948332,0.4883736459,0.1164157652,0.4883736459,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86392|121880,86392,121880,58309,79196,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",GT0_LE5MIN,90.000000,[],0,0.000000,0.000000,62887,104284,65387,105404,2,1,18.8687948332,0.4883736459,0.1164157652,0.4883736459,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86433|122034,86433,122034,58330,79328,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":718.0,""end_utc"":""1930-11-14T20:11:56+00:00"",""exposure_active"":122034,""exposure_current"":86433,""start_utc"":""1930-11-14T19:59:58+00:00""}]",1,718.000000,718.000000,62929,104389,65468,105470,1,1,20.7333771213,0.5181628753,0.0151924039,0.5181628753,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86434|122034,86434,122034,58330,79328,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":210.0,""end_utc"":""1930-11-14T20:16:25+00:00"",""exposure_active"":122034,""exposure_current"":86434,""start_utc"":""1930-11-14T20:12:55+00:00""}]",1,210.000000,210.000000,62929,104389,65468,105470,1,1,20.7333771213,0.5181628753,0.0151924039,0.5181628753,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86435|122034,86435,122034,58331,79328,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":66.0,""end_utc"":""1930-11-14T20:25:00+00:00"",""exposure_active"":122034,""exposure_current"":86435,""start_utc"":""1930-11-14T20:23:54+00:00""}]",1,66.000000,66.000000,62931,104389,65464,105470,1,1,11.8145081481,0.2986414069,0.0087107911,0.2986414069,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86435|122035,86435,122035,58331,79329,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":651.0,""end_utc"":""1930-11-14T20:39:51+00:00"",""exposure_active"":86435,""exposure_current"":122035,""start_utc"":""1930-11-14T20:29:00+00:00""}]",1,651.000000,651.000000,62931,104390,65464,105469,1,1,38.5316429020,1.0000000000,0.0304774183,1.0000000000,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86436|122035,86436,122035,58331,79329,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":269.0,""end_utc"":""1930-11-14T20:45:20+00:00"",""exposure_active"":122035,""exposure_current"":86436,""start_utc"":""1930-11-14T20:40:51+00:00""}]",1,269.000000,269.000000,62931,104390,65464,105469,1,1,38.5316429020,1.0000000000,0.0304774183,1.0000000000,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86483|122293,86483,122293,58355,79587,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":274.0,""end_utc"":""1931-03-14T04:16:00+00:00"",""exposure_active"":122293,""exposure_current"":86483,""start_utc"":""1931-03-14T04:11:26+00:00""}]",1,274.000000,274.000000,62979,104642,65539,105621,2,1,38.6112635669,1.0000000000,0.0302454297,1.0000000000,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86557|123114,86557,123114,58392,80408,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",GT0_LE5MIN,76.000000,[],0,0.000000,0.000000,63052,105343,65651,106033,1,1,39.6595660065,1.0000000000,0.0296201301,1.0000000000,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86557|123115,86557,123115,58392,80409,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":718.0,""end_utc"":""1931-10-07T23:02:14+00:00"",""exposure_active"":123115,""exposure_current"":86557,""start_utc"":""1931-10-07T22:50:16+00:00""}]",1,718.000000,718.000000,63052,105344,65651,106032,1,1,4.4750597903,0.1095533951,0.0033211326,0.1095533951,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86558|123115,86558,123115,58392,80409,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":210.0,""end_utc"":""1931-10-07T23:06:14+00:00"",""exposure_active"":123115,""exposure_current"":86558,""start_utc"":""1931-10-07T23:02:44+00:00""}]",1,210.000000,210.000000,63052,105344,65651,106032,1,1,4.4750597903,0.1095533951,0.0033211326,0.1095533951,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86605|124091,86605,124091,58415,81385,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":790.0,""end_utc"":""1932-05-06T00:10:28+00:00"",""exposure_active"":124091,""exposure_current"":86605,""start_utc"":""1932-05-05T23:57:18+00:00""}]",1,790.000000,790.000000,63099,106285,65741,106522,2,1,28.4558673477,0.7201812861,0.0215296678,0.7201812861,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
86606|124091,86606,124091,58415,81385,105,208,"Bonn, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Bonn, Germany | Dr. Remeis-Observatory, Bamberg, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":209.0,""end_utc"":""1932-05-06T00:14:39+00:00"",""exposure_active"":124091,""exposure_current"":86606,""start_utc"":""1932-05-06T00:11:10+00:00""}]",1,209.000000,209.000000,63099,106285,65741,106522,2,1,28.4558673477,0.7201812861,0.0215296678,0.7201812861,274.626555,GE100_LT500,PRE_SPUTNIK,False,True
87055|121163,87055,121163,58513,78482,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,253.000000,[],0,0.000000,0.000000,63188,104021,66328,105272,1,1,45.3829693671,1.0000000000,0.0363018792,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
87056|121163,87056,121163,58514,78482,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":587.0,""end_utc"":""1929-08-06T22:18:00+00:00"",""exposure_active"":121163,""exposure_current"":87056,""start_utc"":""1929-08-06T22:08:13+00:00""}]",1,587.000000,587.000000,63190,104021,66335,105272,1,1,46.0884714628,1.0000000000,0.0362769590,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
87057|121163,87057,121163,58514,78482,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,42.000000,[],0,0.000000,0.000000,63190,104021,66335,105272,1,1,46.0884714628,1.0000000000,0.0362769590,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
87086|121169,87086,121169,58529,78488,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":81.0,""end_utc"":""1929-08-10T20:58:00+00:00"",""exposure_active"":121169,""exposure_current"":87086,""start_utc"":""1929-08-10T20:56:39+00:00""}]",1,81.000000,81.000000,63220,104027,66392,105271,1,1,43.3501990573,0.9156519238,0.0318267777,0.9156519238,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
87208|121178,87208,121178,58590,78497,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,282.000000,[],0,0.000000,0.000000,63342,104036,66654,105282,1,1,45.6996459092,1.0000000000,0.0347367036,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
87210|121180,87210,121180,58591,78499,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":456.0,""end_utc"":""1929-08-26T20:43:36+00:00"",""exposure_active"":87210,""exposure_current"":121180,""start_utc"":""1929-08-26T20:36:00+00:00""}]",1,456.000000,456.000000,63344,104038,66652,105277,-1,1,0.1448155229,0.0030468674,0.0001085419,0.0030468674,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
87211|121180,87211,121180,58591,78499,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":179.0,""end_utc"":""1929-08-26T20:47:05+00:00"",""exposure_active"":121180,""exposure_current"":87211,""start_utc"":""1929-08-26T20:44:06+00:00""}]",1,179.000000,179.000000,63344,104038,66652,105277,-1,1,0.1448155229,0.0030468674,0.0001085419,0.0030468674,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
87212|121180,87212,121180,58592,78499,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":446.0,""end_utc"":""1929-08-26T21:02:00+00:00"",""exposure_active"":121180,""exposure_current"":87212,""start_utc"":""1929-08-26T20:54:34+00:00""}]",1,446.000000,446.000000,63346,104038,66648,105277,1,1,36.6683263445,0.7854256427,0.0282426942,0.7854256427,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
87213|121180,87213,121180,58592,78499,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,183.000000,[],0,0.000000,0.000000,63346,104038,66648,105277,1,1,36.6683263445,0.7854256427,0.0282426942,0.7854256427,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
87423|121492,87423,121492,58697,78809,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":599.0,""end_utc"":""1929-09-07T20:40:18+00:00"",""exposure_active"":121492,""exposure_current"":87423,""start_utc"":""1929-09-07T20:30:19+00:00""}]",1,599.000000,599.000000,63556,104057,67074,105289,1,1,8.7309161984,0.1857724625,0.0063603622,0.1857724625,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
87424|121492,87424,121492,58697,78809,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":179.0,""end_utc"":""1929-09-07T20:43:35+00:00"",""exposure_active"":121492,""exposure_current"":87424,""start_utc"":""1929-09-07T20:40:36+00:00""}]",1,179.000000,179.000000,63556,104057,67074,105289,1,1,8.7309161984,0.1857724625,0.0063603622,0.1857724625,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
89186|121788,89186,121788,59548,79104,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,240.000000,[],0,0.000000,0.000000,65206,104216,70383,105377,2,1,45.3933679535,1.0000000000,0.0348486025,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
89187|121788,89187,121788,59548,79104,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":389.0,""end_utc"":""1930-04-22T22:51:29+00:00"",""exposure_active"":89187,""exposure_current"":121788,""start_utc"":""1930-04-22T22:45:00+00:00""}]",1,389.000000,389.000000,65206,104216,70383,105377,2,1,45.3933679535,1.0000000000,0.0348486025,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
89576|121870,89576,121870,59743,79186,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":180.0,""end_utc"":""1930-06-18T23:54:35+00:00"",""exposure_active"":121870,""exposure_current"":89576,""start_utc"":""1930-06-18T23:51:35+00:00""}]",1,180.000000,180.000000,65592,104276,71145,105410,1,1,25.2468851392,0.5322430570,0.0181463176,0.5322430570,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
89577|121870,89577,121870,59743,79186,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":598.0,""end_utc"":""1930-06-19T00:05:03+00:00"",""exposure_active"":121870,""exposure_current"":89577,""start_utc"":""1930-06-18T23:55:05+00:00""}]",1,598.000000,598.000000,65592,104276,71145,105410,1,1,25.2468851392,0.5322430570,0.0181463176,0.5322430570,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
89908|129466,89908,129466,59875,86736,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":367.0,""end_utc"":""1937-11-21T17:30:00+00:00"",""exposure_active"":129466,""exposure_current"":89908,""start_utc"":""1937-11-21T17:23:53+00:00""}]",1,367.000000,367.000000,65763,111455,71599,109669,1,1,45.3905690734,1.0000000000,0.0349321759,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
90526|132774,90526,132774,60353,89687,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":129.0,""end_utc"":""1957-05-25T00:19:00+00:00"",""exposure_active"":132774,""exposure_current"":90526,""start_utc"":""1957-05-25T00:16:51+00:00""}]",1,129.000000,129.000000,66674,114221,72588,111595,1,5,0.5536131946,0.0122109055,0.0027189579,0.0122109055,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
90566|132801,90566,132801,60377,89702,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1496.0,""end_utc"":""1957-06-01T21:57:06+00:00"",""exposure_active"":132801,""exposure_current"":90566,""start_utc"":""1957-06-01T21:32:10+00:00""}]",1,1496.000000,1496.000000,66717,114236,72634,111570,1,4,12.5279332109,0.2753866584,0.0615351388,0.2753866584,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
90633|132854,90633,132854,60444,89736,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":39.0,""end_utc"":""1957-07-05T22:55:39+00:00"",""exposure_active"":90633,""exposure_current"":132854,""start_utc"":""1957-07-05T22:55:00+00:00""}]",1,39.000000,39.000000,66851,114270,72778,111647,1,2,45.1010857842,1.0000000000,0.2237042304,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
90634|132854,90634,132854,60445,89736,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1496.0,""end_utc"":""1957-07-05T23:25:29+00:00"",""exposure_active"":132854,""exposure_current"":90634,""start_utc"":""1957-07-05T23:00:33+00:00""}]",1,1496.000000,1496.000000,66853,114270,72780,111647,1,2,20.7690463659,0.4585646529,0.1025497010,0.4585646529,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
90634|132855,90634,132855,60445,89736,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":629.0,""end_utc"":""1957-07-05T23:25:29+00:00"",""exposure_active"":90634,""exposure_current"":132855,""start_utc"":""1957-07-05T23:15:00+00:00""}]",1,629.000000,629.000000,66853,114270,72780,111647,1,2,20.7690463659,0.4585646529,0.1025497010,0.4585646529,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
90890|132893,90890,132893,60701,89767,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":205.0,""end_utc"":""1957-11-01T22:17:25+00:00"",""exposure_active"":90890,""exposure_current"":132893,""start_utc"":""1957-11-01T22:14:00+00:00""}]",1,205.000000,205.000000,67365,114301,73304,111696,-1,1,12.9145013090,0.2846736759,0.0635955460,0.2846736759,402.491931,GE100_LT500,POST_SPUTNIK_OR_SAME_LAUNCH_DATE,False,False
90893|132894,90893,132894,60704,89768,106,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":933.0,""end_utc"":""1957-11-01T23:49:00+00:00"",""exposure_active"":132894,""exposure_current"":90893,""start_utc"":""1957-11-01T23:33:27+00:00""}]",1,933.000000,933.000000,67371,114302,73311,111699,1,1,24.1111459555,0.5315867126,0.1187706087,0.5315867126,402.491931,GE100_LT500,POST_SPUTNIK_OR_SAME_LAUNCH_DATE,False,False
