canonical_pair,direction,endpoint_a,endpoint_b,pair_index,position_angle_deg_east_of_north,primary_corrected_le3,primary_loo_crosses_gt3,primary_loo_robust_corrected_le3,primary_raw_gt3_to_corrected_le3,primary_raw_le3_to_corrected_gt3,primary_raw_le3_to_corrected_le3,primary_registered,primary_window_10arcmin,primary_window_20arcmin,primary_window_30arcmin,primary_window_5arcmin,raw_control_le10_associations,raw_control_le3_associations,shift_radius_arcsec,sparse_diagnostic_corrected_le3,sparse_diagnostic_registered,unregistered
APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,S,DASCH:rb16848:exp0,APPLAUSE:11788,16,180.0,87,74,13,62,71,25,1047,421,530,27,69,1048,96,120.0,0,1,0
APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,SE,DASCH:rb16848:exp0,APPLAUSE:11788,16,135.0,81,66,15,61,62,20,917,344,456,28,89,917,82,120.0,0,0,0
APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,SW,DASCH:rb16848:exp0,APPLAUSE:11788,16,225.0,78,68,10,59,69,19,912,374,425,41,72,912,88,120.0,0,0,0
APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,W,DASCH:rb16848:exp0,APPLAUSE:11788,16,270.0,73,66,7,60,67,13,901,390,406,28,77,901,80,120.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,E,APPLAUSE:14120,APPLAUSE:132654,17,90.0,17,8,9,13,27,4,303,164,117,10,12,303,31,60.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,N,APPLAUSE:14120,APPLAUSE:132654,17,0.0,24,15,9,19,30,5,335,186,133,5,11,335,35,60.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,NE,APPLAUSE:14120,APPLAUSE:132654,17,45.0,36,15,21,30,25,6,345,181,141,7,16,345,31,60.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,NW,APPLAUSE:14120,APPLAUSE:132654,17,315.0,25,13,12,22,26,3,318,192,108,5,13,318,29,60.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,S,APPLAUSE:14120,APPLAUSE:132654,17,180.0,26,8,18,20,24,6,355,200,138,1,16,355,30,60.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,SE,APPLAUSE:14120,APPLAUSE:132654,17,135.0,17,11,6,17,27,0,314,159,131,4,20,314,27,60.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,SW,APPLAUSE:14120,APPLAUSE:132654,17,225.0,27,9,18,22,17,5,286,161,112,1,12,286,22,60.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,W,APPLAUSE:14120,APPLAUSE:132654,17,270.0,14,7,7,13,15,1,241,130,96,5,10,241,16,60.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,E,APPLAUSE:14120,APPLAUSE:132654,17,90.0,8,7,1,8,17,0,193,107,65,8,13,193,17,120.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,N,APPLAUSE:14120,APPLAUSE:132654,17,0.0,21,9,12,13,22,8,233,114,93,8,18,233,30,120.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,NE,APPLAUSE:14120,APPLAUSE:132654,17,45.0,14,5,9,13,15,1,259,112,121,15,11,259,16,120.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,NW,APPLAUSE:14120,APPLAUSE:132654,17,315.0,14,8,6,12,12,2,215,87,106,12,10,215,14,120.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,S,APPLAUSE:14120,APPLAUSE:132654,17,180.0,11,10,1,10,20,1,218,114,89,3,12,219,21,120.0,0,1,0
APPLAUSE:132654 | APPLAUSE:14120,SE,APPLAUSE:14120,APPLAUSE:132654,17,135.0,20,13,7,16,23,4,218,111,87,8,12,218,27,120.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,SW,APPLAUSE:14120,APPLAUSE:132654,17,225.0,16,9,7,15,12,1,217,108,94,5,10,217,13,120.0,0,0,0
APPLAUSE:132654 | APPLAUSE:14120,W,APPLAUSE:14120,APPLAUSE:132654,17,270.0,13,6,7,8,16,5,198,111,71,6,10,198,21,120.0,0,0,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,E,DASCH:rb16848:exp0,APPLAUSE:11787,18,90.0,71,60,11,55,77,16,850,356,401,27,66,852,93,60.0,0,2,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,N,DASCH:rb16848:exp0,APPLAUSE:11787,18,0.0,69,61,8,55,62,14,903,373,432,31,67,904,76,60.0,0,1,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,NE,DASCH:rb16848:exp0,APPLAUSE:11787,18,45.0,68,55,13,50,66,18,846,356,391,27,72,847,85,60.0,0,1,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,NW,DASCH:rb16848:exp0,APPLAUSE:11787,18,315.0,86,71,15,58,74,28,972,385,482,28,77,973,102,60.0,0,1,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,S,DASCH:rb16848:exp0,APPLAUSE:11787,18,180.0,84,75,9,57,71,27,966,386,475,31,74,967,98,60.0,0,1,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,SE,DASCH:rb16848:exp0,APPLAUSE:11787,18,135.0,90,83,7,70,67,20,1011,405,501,37,68,1014,88,60.0,0,3,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,SW,DASCH:rb16848:exp0,APPLAUSE:11787,18,225.0,80,66,14,62,91,18,1144,430,585,57,72,1148,111,60.0,0,4,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,W,DASCH:rb16848:exp0,APPLAUSE:11787,18,270.0,72,63,9,49,56,23,948,382,462,36,68,950,80,60.0,1,2,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,E,DASCH:rb16848:exp0,APPLAUSE:11787,18,90.0,63,51,12,43,51,20,825,321,402,31,71,825,71,120.0,0,0,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,N,DASCH:rb16848:exp0,APPLAUSE:11787,18,0.0,63,53,10,45,73,18,923,339,479,30,75,923,91,120.0,0,0,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,NE,DASCH:rb16848:exp0,APPLAUSE:11787,18,45.0,77,65,12,66,52,11,849,362,386,33,68,849,63,120.0,0,0,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,NW,DASCH:rb16848:exp0,APPLAUSE:11787,18,315.0,89,74,15,63,63,26,858,356,405,24,73,858,89,120.0,0,0,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,S,DASCH:rb16848:exp0,APPLAUSE:11787,18,180.0,87,74,13,62,71,25,1047,421,530,27,69,1048,96,120.0,0,1,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,SE,DASCH:rb16848:exp0,APPLAUSE:11787,18,135.0,81,66,15,61,62,20,917,344,456,28,89,917,82,120.0,0,0,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,SW,DASCH:rb16848:exp0,APPLAUSE:11787,18,225.0,78,68,10,59,69,19,912,374,425,41,72,912,88,120.0,0,0,0
APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,W,DASCH:rb16848:exp0,APPLAUSE:11787,18,270.0,73,66,7,60,67,13,901,390,406,28,77,901,80,120.0,0,0,0
APPLAUSE:12404 | APPLAUSE:131662,E,APPLAUSE:131662,APPLAUSE:12404,19,90.0,28,7,21,15,16,13,325,53,179,93,0,381,34,60.0,5,56,0
APPLAUSE:12404 | APPLAUSE:131662,N,APPLAUSE:131662,APPLAUSE:12404,19,0.0,31,11,20,15,28,16,437,66,252,118,1,521,50,60.0,7,84,0
APPLAUSE:12404 | APPLAUSE:131662,NE,APPLAUSE:131662,APPLAUSE:12404,19,45.0,24,13,11,14,14,10,358,45,208,105,0,416,29,60.0,8,58,0
APPLAUSE:12404 | APPLAUSE:131662,NW,APPLAUSE:131662,APPLAUSE:12404,19,315.0,50,19,31,27,17,23,449,83,248,118,0,521,50,60.0,13,72,0
APPLAUSE:12404 | APPLAUSE:131662,S,APPLAUSE:131662,APPLAUSE:12404,19,180.0,29,17,12,16,15,13,348,57,182,109,0,408,33,60.0,5,60,0
APPLAUSE:12404 | APPLAUSE:131662,SE,APPLAUSE:131662,APPLAUSE:12404,19,135.0,31,14,17,23,19,8,357,64,192,99,2,425,34,60.0,7,68,0
APPLAUSE:12404 | APPLAUSE:131662,SW,APPLAUSE:131662,APPLAUSE:12404,19,225.0,25,13,12,13,16,12,358,59,201,98,0,435,34,60.0,5,77,0
APPLAUSE:12404 | APPLAUSE:131662,W,APPLAUSE:131662,APPLAUSE:12404,19,270.0,35,12,23,22,14,13,361,58,198,105,0,433,37,60.0,11,72,0
APPLAUSE:12404 | APPLAUSE:131662,E,APPLAUSE:131662,APPLAUSE:12404,19,90.0,21,11,10,10,7,11,285,27,142,115,1,337,25,120.0,6,52,0
APPLAUSE:12404 | APPLAUSE:131662,N,APPLAUSE:131662,APPLAUSE:12404,19,0.0,79,48,31,41,100,38,861,158,503,197,3,942,142,120.0,5,81,0
APPLAUSE:12404 | APPLAUSE:131662,NE,APPLAUSE:131662,APPLAUSE:12404,19,45.0,31,15,16,17,22,14,328,41,177,110,0,377,41,120.0,5,49,0
APPLAUSE:12404 | APPLAUSE:131662,NW,APPLAUSE:131662,APPLAUSE:12404,19,315.0,49,27,22,29,16,20,383,53,203,127,0,443,36,120.0,0,60,0
APPLAUSE:12404 | APPLAUSE:131662,S,APPLAUSE:131662,APPLAUSE:12404,19,180.0,32,10,22,17,18,15,303,52,167,84,0,370,42,120.0,10,67,0
APPLAUSE:12404 | APPLAUSE:131662,SE,APPLAUSE:131662,APPLAUSE:12404,19,135.0,28,18,10,22,23,6,316,64,160,91,1,369,34,120.0,3,53,0
APPLAUSE:12404 | APPLAUSE:131662,SW,APPLAUSE:131662,APPLAUSE:12404,19,225.0,31,13,18,20,13,11,293,50,149,94,0,353,29,120.0,4,60,0
APPLAUSE:12404 | APPLAUSE:131662,W,APPLAUSE:131662,APPLAUSE:12404,19,270.0,32,20,12,20,10,12,347,65,167,114,1,416,30,120.0,9,69,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,E,DASCH:bi05459:exp0,APPLAUSE:12470,20,90.0,1,1,0,0,1,1,13,0,9,4,0,73,7,60.0,7,60,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,N,DASCH:bi05459:exp0,APPLAUSE:12470,20,0.0,0,0,0,0,1,0,22,1,16,5,0,72,5,60.0,4,50,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,NE,DASCH:bi05459:exp0,APPLAUSE:12470,20,45.0,2,2,0,2,0,0,13,0,9,4,0,75,2,60.0,3,62,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,NW,DASCH:bi05459:exp0,APPLAUSE:12470,20,315.0,2,2,0,2,1,0,14,0,10,4,0,62,5,60.0,5,48,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,S,DASCH:bi05459:exp0,APPLAUSE:12470,20,180.0,0,0,0,0,1,0,9,0,6,3,0,61,6,60.0,6,52,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,SE,DASCH:bi05459:exp0,APPLAUSE:12470,20,135.0,1,1,0,0,2,1,14,0,7,7,0,71,10,60.0,7,57,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,SW,DASCH:bi05459:exp0,APPLAUSE:12470,20,225.0,1,1,0,0,0,1,18,0,10,8,0,74,5,60.0,5,56,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,W,DASCH:bi05459:exp0,APPLAUSE:12470,20,270.0,3,2,1,2,1,1,30,0,22,8,0,83,7,60.0,5,53,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,E,DASCH:bi05459:exp0,APPLAUSE:12470,20,90.0,1,1,0,0,0,1,13,0,9,4,0,74,9,120.0,8,61,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,N,DASCH:bi05459:exp0,APPLAUSE:12470,20,0.0,0,0,0,0,1,0,15,1,11,3,0,63,3,120.0,2,48,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,NE,DASCH:bi05459:exp0,APPLAUSE:12470,20,45.0,3,2,1,1,0,2,16,1,8,7,0,74,6,120.0,4,58,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,NW,DASCH:bi05459:exp0,APPLAUSE:12470,20,315.0,3,3,0,1,1,2,26,1,13,12,0,86,8,120.0,5,60,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,S,DASCH:bi05459:exp0,APPLAUSE:12470,20,180.0,0,0,0,0,0,0,9,0,6,3,0,40,4,120.0,2,31,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,SE,DASCH:bi05459:exp0,APPLAUSE:12470,20,135.0,2,2,0,0,3,2,18,0,12,6,0,71,11,120.0,5,53,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,SW,DASCH:bi05459:exp0,APPLAUSE:12470,20,225.0,1,1,0,0,2,1,22,0,7,15,0,76,6,120.0,3,54,0
APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,W,DASCH:bi05459:exp0,APPLAUSE:12470,20,270.0,2,2,0,0,0,2,18,0,13,5,0,71,5,120.0,3,53,0
APPLAUSE:12562 | APPLAUSE:139010,E,APPLAUSE:12562,APPLAUSE:139010,21,90.0,55,34,21,23,25,32,589,89,173,61,266,613,60,60.0,3,24,0
APPLAUSE:12562 | APPLAUSE:139010,N,APPLAUSE:12562,APPLAUSE:139010,21,0.0,45,25,20,14,26,31,561,95,162,50,254,576,59,60.0,2,15,0
APPLAUSE:12562 | APPLAUSE:139010,NE,APPLAUSE:12562,APPLAUSE:139010,21,45.0,53,21,32,27,28,26,616,94,171,72,279,643,60,60.0,6,27,0
APPLAUSE:12562 | APPLAUSE:139010,NW,APPLAUSE:12562,APPLAUSE:139010,21,315.0,45,25,20,24,19,21,605,89,158,63,295,618,42,60.0,2,13,0
APPLAUSE:12562 | APPLAUSE:139010,S,APPLAUSE:12562,APPLAUSE:139010,21,180.0,47,24,23,23,15,24,583,97,152,52,282,603,41,60.0,3,20,0
APPLAUSE:12562 | APPLAUSE:139010,SE,APPLAUSE:12562,APPLAUSE:139010,21,135.0,52,25,27,27,27,25,567,99,152,69,247,584,52,60.0,1,17,0
APPLAUSE:12562 | APPLAUSE:139010,SW,APPLAUSE:12562,APPLAUSE:139010,21,225.0,51,27,24,30,29,21,592,102,145,40,305,607,52,60.0,2,15,0
APPLAUSE:12562 | APPLAUSE:139010,W,APPLAUSE:12562,APPLAUSE:139010,21,270.0,63,35,28,33,25,30,619,94,161,51,313,632,56,60.0,1,13,0
APPLAUSE:12562 | APPLAUSE:139010,E,APPLAUSE:12562,APPLAUSE:139010,21,90.0,49,35,14,29,20,20,538,101,154,56,227,554,42,120.0,2,16,0
APPLAUSE:12562 | APPLAUSE:139010,N,APPLAUSE:12562,APPLAUSE:139010,21,0.0,45,23,22,19,27,26,526,82,157,53,234,548,56,120.0,3,22,0
APPLAUSE:12562 | APPLAUSE:139010,NE,APPLAUSE:12562,APPLAUSE:139010,21,45.0,47,26,21,21,22,26,488,82,157,62,187,505,48,120.0,0,17,0
APPLAUSE:12562 | APPLAUSE:139010,NW,APPLAUSE:12562,APPLAUSE:139010,21,315.0,54,28,26,27,29,27,602,89,150,71,292,617,58,120.0,2,15,0
APPLAUSE:12562 | APPLAUSE:139010,S,APPLAUSE:12562,APPLAUSE:139010,21,180.0,47,28,19,19,25,28,554,83,162,41,268,569,53,120.0,0,15,0
APPLAUSE:12562 | APPLAUSE:139010,SE,APPLAUSE:12562,APPLAUSE:139010,21,135.0,43,22,21,21,24,22,513,99,142,73,199,530,49,120.0,3,17,0
APPLAUSE:12562 | APPLAUSE:139010,SW,APPLAUSE:12562,APPLAUSE:139010,21,225.0,58,37,21,32,29,26,661,95,161,71,334,678,55,120.0,0,17,0
APPLAUSE:12562 | APPLAUSE:139010,W,APPLAUSE:12562,APPLAUSE:139010,21,270.0,63,28,35,32,32,31,680,94,164,60,362,701,65,120.0,3,21,0
APPLAUSE:12570 | APPLAUSE:139012,E,APPLAUSE:139012,APPLAUSE:12570,22,90.0,79,37,42,40,26,39,735,97,199,73,366,736,65,60.0,0,1,0
APPLAUSE:12570 | APPLAUSE:139012,N,APPLAUSE:139012,APPLAUSE:12570,22,0.0,59,21,38,24,31,35,693,103,238,74,278,693,66,60.0,0,0,0
APPLAUSE:12570 | APPLAUSE:139012,NE,APPLAUSE:139012,APPLAUSE:12570,22,45.0,58,32,26,24,36,34,801,147,263,78,313,802,70,60.0,0,1,0
APPLAUSE:12570 | APPLAUSE:139012,NW,APPLAUSE:139012,APPLAUSE:12570,22,315.0,53,26,27,19,20,34,683,110,259,67,247,684,54,60.0,0,1,0
APPLAUSE:12570 | APPLAUSE:139012,S,APPLAUSE:139012,APPLAUSE:12570,22,180.0,93,41,52,51,37,42,858,123,253,73,409,858,79,60.0,0,0,0
APPLAUSE:12570 | APPLAUSE:139012,SE,APPLAUSE:139012,APPLAUSE:12570,22,135.0,70,31,39,31,24,39,811,101,219,66,425,811,63,60.0,0,0,0
APPLAUSE:12570 | APPLAUSE:139012,SW,APPLAUSE:139012,APPLAUSE:12570,22,225.0,53,25,28,19,30,34,717,132,223,60,302,718,64,60.0,0,1,0
APPLAUSE:12570 | APPLAUSE:139012,W,APPLAUSE:139012,APPLAUSE:12570,22,270.0,59,26,33,21,20,38,703,105,237,84,277,703,58,60.0,0,0,0
APPLAUSE:12570 | APPLAUSE:139012,E,APPLAUSE:139012,APPLAUSE:12570,22,90.0,75,34,41,31,28,44,779,110,255,69,345,780,72,120.0,0,1,0
APPLAUSE:12570 | APPLAUSE:139012,N,APPLAUSE:139012,APPLAUSE:12570,22,0.0,53,25,28,24,30,29,650,110,154,70,316,650,59,120.0,0,0,0
APPLAUSE:12570 | APPLAUSE:139012,NE,APPLAUSE:139012,APPLAUSE:12570,22,45.0,62,34,28,25,25,37,786,135,191,97,363,786,62,120.0,0,0,0
APPLAUSE:12570 | APPLAUSE:139012,NW,APPLAUSE:139012,APPLAUSE:12570,22,315.0,44,26,18,19,18,25,567,108,184,76,199,568,43,120.0,1,1,0
APPLAUSE:12570 | APPLAUSE:139012,S,APPLAUSE:139012,APPLAUSE:12570,22,180.0,83,34,49,32,44,51,938,120,262,62,494,939,96,120.0,1,1,0
APPLAUSE:12570 | APPLAUSE:139012,SE,APPLAUSE:139012,APPLAUSE:12570,22,135.0,74,29,45,32,40,42,886,114,242,64,466,886,82,120.0,0,0,0
APPLAUSE:12570 | APPLAUSE:139012,SW,APPLAUSE:139012,APPLAUSE:12570,22,225.0,76,39,37,33,34,43,802,125,254,73,350,802,77,120.0,0,0,0
APPLAUSE:12570 | APPLAUSE:139012,W,APPLAUSE:139012,APPLAUSE:12570,22,270.0,64,28,36,21,27,43,620,111,235,66,208,621,70,120.0,0,1,0
APPLAUSE:12564 | APPLAUSE:139011,E,APPLAUSE:12564,APPLAUSE:139011,23,90.0,24,13,11,4,15,20,354,81,107,66,100,386,38,60.0,3,32,0
APPLAUSE:12564 | APPLAUSE:139011,N,APPLAUSE:12564,APPLAUSE:139011,23,0.0,36,24,12,18,11,18,325,56,120,69,80,359,33,60.0,4,34,0
APPLAUSE:12564 | APPLAUSE:139011,NE,APPLAUSE:12564,APPLAUSE:139011,23,45.0,30,15,15,11,10,19,331,75,106,70,80,370,35,60.0,6,39,0
APPLAUSE:12564 | APPLAUSE:139011,NW,APPLAUSE:12564,APPLAUSE:139011,23,315.0,33,18,15,12,7,21,390,78,140,73,99,419,32,60.0,2,29,0
APPLAUSE:12564 | APPLAUSE:139011,S,APPLAUSE:12564,APPLAUSE:139011,23,180.0,32,18,14,14,8,18,355,37,165,69,84,381,30,60.0,4,26,0
APPLAUSE:12564 | APPLAUSE:139011,SE,APPLAUSE:12564,APPLAUSE:139011,23,135.0,34,27,7,16,11,18,381,58,155,70,98,407,31,60.0,2,26,0
APPLAUSE:12564 | APPLAUSE:139011,SW,APPLAUSE:12564,APPLAUSE:139011,23,225.0,25,12,13,11,12,14,331,48,131,63,89,357,29,60.0,3,26,0
APPLAUSE:12564 | APPLAUSE:139011,W,APPLAUSE:12564,APPLAUSE:139011,23,270.0,32,15,17,15,9,17,353,74,112,76,91,385,29,60.0,3,32,0
APPLAUSE:12564 | APPLAUSE:139011,E,APPLAUSE:12564,APPLAUSE:139011,23,90.0,30,20,10,15,15,15,341,59,90,66,126,379,32,120.0,2,38,0
APPLAUSE:12564 | APPLAUSE:139011,N,APPLAUSE:12564,APPLAUSE:139011,23,0.0,21,15,6,4,12,17,319,57,102,84,76,352,37,120.0,9,33,0
APPLAUSE:12564 | APPLAUSE:139011,NE,APPLAUSE:12564,APPLAUSE:139011,23,45.0,28,15,13,12,5,16,360,60,98,77,125,390,22,120.0,1,30,0
APPLAUSE:12564 | APPLAUSE:139011,NW,APPLAUSE:12564,APPLAUSE:139011,23,315.0,30,14,16,11,9,19,301,56,89,49,107,324,31,120.0,3,23,0
APPLAUSE:12564 | APPLAUSE:139011,S,APPLAUSE:12564,APPLAUSE:139011,23,180.0,25,16,9,10,6,15,296,50,140,48,58,322,23,120.0,2,26,0
APPLAUSE:12564 | APPLAUSE:139011,SE,APPLAUSE:12564,APPLAUSE:139011,23,135.0,27,14,13,10,14,17,396,50,165,51,130,424,32,120.0,1,28,0
APPLAUSE:12564 | APPLAUSE:139011,SW,APPLAUSE:12564,APPLAUSE:139011,23,225.0,35,22,13,16,14,19,378,86,160,44,88,398,33,120.0,0,20,0
APPLAUSE:12564 | APPLAUSE:139011,W,APPLAUSE:12564,APPLAUSE:139011,23,270.0,23,13,10,5,7,18,315,71,86,69,89,356,26,120.0,1,41,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,E,DASCH:am28316:exp0,APPLAUSE:131918,24,90.0,5,3,2,5,8,0,103,1,43,59,0,213,17,60.0,8,110,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,N,DASCH:am28316:exp0,APPLAUSE:131918,24,0.0,7,7,0,6,11,1,91,0,33,58,0,194,24,60.0,6,103,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,NE,DASCH:am28316:exp0,APPLAUSE:131918,24,45.0,8,8,0,5,10,3,92,0,38,54,0,188,22,60.0,9,96,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,NW,DASCH:am28316:exp0,APPLAUSE:131918,24,315.0,2,2,0,0,7,2,98,0,39,59,0,201,24,60.0,9,103,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,S,DASCH:am28316:exp0,APPLAUSE:131918,24,180.0,3,3,0,3,7,0,80,0,30,50,0,174,14,60.0,10,94,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,SE,DASCH:am28316:exp0,APPLAUSE:131918,24,135.0,3,2,1,3,6,0,82,0,35,47,0,198,16,60.0,10,116,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,SW,DASCH:am28316:exp0,APPLAUSE:131918,24,225.0,4,4,0,3,2,1,56,2,23,31,0,131,10,60.0,8,75,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,W,DASCH:am28316:exp0,APPLAUSE:131918,24,270.0,4,4,0,3,6,1,76,1,33,42,0,161,11,60.0,7,85,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,E,DASCH:am28316:exp0,APPLAUSE:131918,24,90.0,1,1,0,1,8,0,72,0,25,47,0,148,11,120.0,3,76,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,N,DASCH:am28316:exp0,APPLAUSE:131918,24,0.0,2,1,1,2,4,0,74,0,24,50,0,179,14,120.0,8,105,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,NE,DASCH:am28316:exp0,APPLAUSE:131918,24,45.0,5,4,1,5,6,0,77,1,29,47,0,161,12,120.0,10,84,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,NW,DASCH:am28316:exp0,APPLAUSE:131918,24,315.0,2,2,0,2,5,0,62,0,18,44,0,123,11,120.0,8,61,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,S,DASCH:am28316:exp0,APPLAUSE:131918,24,180.0,2,2,0,2,2,0,33,0,12,21,0,98,12,120.0,4,65,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,SE,DASCH:am28316:exp0,APPLAUSE:131918,24,135.0,1,1,0,1,5,0,36,0,8,28,0,113,13,120.0,5,77,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,SW,DASCH:am28316:exp0,APPLAUSE:131918,24,225.0,0,0,0,0,2,0,37,0,10,27,0,82,3,120.0,1,45,0
APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,W,DASCH:am28316:exp0,APPLAUSE:131918,24,270.0,3,2,1,3,7,0,57,0,27,30,0,98,10,120.0,6,41,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,E,DASCH:bi05468:exp0,APPLAUSE:131772,25,90.0,0,0,0,0,0,0,0,0,0,0,0,5,2,60.0,1,5,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,N,DASCH:bi05468:exp0,APPLAUSE:131772,25,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.0,0,1,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,NE,DASCH:bi05468:exp0,APPLAUSE:131772,25,45.0,0,0,0,0,0,0,0,0,0,0,0,3,0,60.0,0,2,1
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,NW,DASCH:bi05468:exp0,APPLAUSE:131772,25,315.0,0,0,0,0,0,0,0,0,0,0,0,3,0,60.0,1,3,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,S,DASCH:bi05468:exp0,APPLAUSE:131772,25,180.0,0,0,0,0,0,0,0,0,0,0,0,3,1,60.0,0,3,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,SE,DASCH:bi05468:exp0,APPLAUSE:131772,25,135.0,0,0,0,0,0,0,0,0,0,0,0,2,1,60.0,0,2,0
