obs_id,obs_title,access_url,s_ra,s_dec,s_fov,t_min,t_max,t_exptime,facility_name,instrument_name,dasch_id,plate_class,dasch_table,obs_start_utc,obs_end_utc,source_archive,source_url
ivo://org.gavo.dc/~?dasch/q/mc38334,16-inch Metcalf Doublet (Refigured after 3500) observation on 1955-12-13T01:46:19.099979,http://dc.g-vo.org/getproduct/dasch/q/mc38334,46.81903591485696,30.4880246526256,8.37701,35454.06341550903,35454.08424884236,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc38334,Lg,dasch.narrow_plates,1955-12-13T01:31:19.099980209+00:00,1955-12-13T02:01:19.099979783+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc38338,16-inch Metcalf Doublet (Refigured after 3500) observation on 1955-12-14T00:55:30.900021,http://dc.g-vo.org/getproduct/dasch/q/mc38338,46.507284643923576,30.50016630785791,8.384507,35455.02744097243,35455.04966319465,1920.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc38338,Lg,dasch.narrow_plates,1955-12-14T00:39:30.900017934+00:00,1955-12-14T01:11:30.900017906+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc38341,16-inch Metcalf Doublet (Refigured after 3500) observation on 1955-12-18T01:43:36.799995,http://dc.g-vo.org/getproduct/dasch/q/mc38341,46.80359498515094,30.505315339168195,8.376495,35459.058759259206,35459.08514814809,2280.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc38341,Lg,dasch.narrow_plates,1955-12-18T01:24:36.799995355+00:00,1955-12-18T02:02:36.799995243+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ir11839,8-inch Ross Lundin observation on 1952-01-16T06:53:58.499998,http://dc.g-vo.org/getproduct/dasch/q/ir11839,210.7588009636044,89.75943033130025,13.972316,34027.28661458329,34027.2883506944,150.0,Harvard-Smithsonian Center for Astrophysics,8-inch Ross Lundin,ir11839,L,dasch.narrow_plates,1952-01-16T06:52:43.499996135+00:00,1952-01-16T06:55:13.499995995+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04231,24-33 in Jewett Schmidt observation on 1953-02-14T07:22:09.200015,http://dc.g-vo.org/getproduct/dasch/q/j04231,235.20505909159976,89.73123267607347,8.228862,34422.303578703926,34422.310523148364,600.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04231,L,dasch.narrow_plates,1953-02-14T07:17:09.200019223+00:00,1953-02-14T07:27:09.200018666+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04049,24-33 in Jewett Schmidt observation on 1952-09-21T05:49:01.799990,http://dc.g-vo.org/getproduct/dasch/q/j04049,14.036780738166922,85.27255939397502,8.237372,34276.23196527766,34276.252798610985,1800.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04049,L,dasch.narrow_plates,1952-09-21T05:34:01.799989556+00:00,1952-09-21T06:04:01.799989129+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04076,24-33 in Jewett Schmidt observation on 1952-09-29T08:50:59.500012,http://dc.g-vo.org/getproduct/dasch/q/j04076,358.1868465527486,87.30617358102084,8.184912,34284.34096643535,34284.396521990915,4800.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04076,L2,dasch.narrow_plates,1952-09-29T08:10:59.500014499+00:00,1952-09-29T09:30:59.500015064+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04175,24-33 in Jewett Schmidt observation on 1952-11-12T01:39:41.900003,http://dc.g-vo.org/getproduct/dasch/q/j04175,339.8276959926135,88.80981665828264,8.25092,34328.06576273151,34328.07270717595,600.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04175,L3,dasch.narrow_plates,1952-11-12T01:34:41.900002343+00:00,1952-11-12T01:44:41.900001786+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j03672,24-33 in Jewett Schmidt observation on 1951-03-08T05:28:46.199985,http://dc.g-vo.org/getproduct/dasch/q/j03672,351.7417264388181,88.72451560070161,8.228006,33713.21789583316,33713.238729166485,1800.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j03672,L2,dasch.narrow_plates,1951-03-08T05:13:46.199984756+00:00,1951-03-08T05:43:46.199984338+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ma10934,12-inch Metcalf Doublet observation on 1951-03-06T08:30:09.499995,http://dc.g-vo.org/getproduct/dasch/q/ma10934,16.524041899938197,88.78608380797293,8.019756,33711.31260995365,33711.39594328698,7200.0,Harvard-Smithsonian Center for Astrophysics,12-inch Metcalf Doublet,ma10934,L,dasch.narrow_plates,1951-03-06T07:30:09.499995619+00:00,1951-03-06T09:30:09.499995201+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ma10945,12-inch Metcalf Doublet observation on 1951-04-06T05:14:28.499988,http://dc.g-vo.org/getproduct/dasch/q/ma10945,12.32872310246545,87.17337470011556,8.022892,33742.177413194324,33742.25935763877,7080.0,Harvard-Smithsonian Center for Astrophysics,12-inch Metcalf Doublet,ma10945,L,dasch.narrow_plates,1951-04-06T04:15:28.499989584+00:00,1951-04-06T06:13:28.499990030+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/b75721,8-inch Bache Doublet observation on 1951-02-25T18:14:41.499989,http://dc.g-vo.org/getproduct/dasch/q/b75721,111.80954027687253,5.75967542380318,15.285502,33702.74457754614,33702.77582754614,2700.0,Harvard-Smithsonian Center for Astrophysics,8-inch Bache Doublet,b75721,L,dasch.narrow_plates,1951-02-25T17:52:11.499986349+00:00,1951-02-25T18:37:11.499986349+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/b76059,8-inch Bache Doublet observation on 1952-01-23T18:40:40.600000,http://dc.g-vo.org/getproduct/dasch/q/b76059,111.7197244049015,5.753144108219364,15.300393,34034.76262268517,34034.79387268517,2700.0,Harvard-Smithsonian Center for Astrophysics,8-inch Bache Doublet,b76059,L,dasch.narrow_plates,1952-01-23T18:18:10.599998834+00:00,1952-01-23T19:03:10.599998834+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/b76509,8-inch Bache Doublet observation on 1952-12-18T21:04:13.500013,http://dc.g-vo.org/getproduct/dasch/q/b76509,111.86566358109172,5.696890641710552,15.290009,34364.86230902793,34364.89355902793,2700.0,Harvard-Smithsonian Center for Astrophysics,8-inch Bache Doublet,b76509,L,dasch.narrow_plates,1952-12-18T20:41:43.500013056+00:00,1952-12-18T21:26:43.500013056+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/b76571,8-inch Bache Doublet observation on 1953-01-18T19:24:16.600008,http://dc.g-vo.org/getproduct/dasch/q/b76571,111.695553650905,5.722828450685567,15.287576,34395.7929004631,34395.8241504631,2700.0,Harvard-Smithsonian Center for Astrophysics,8-inch Bache Doublet,b76571,L,dasch.narrow_plates,1953-01-18T19:01:46.600011883+00:00,1953-01-18T19:46:46.600011883+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04714,24-33 in Jewett Schmidt observation on 1954-03-06T03:15:25.800005,http://dc.g-vo.org/getproduct/dasch/q/j04714,111.19563347906454,5.106031933499824,8.20651,34807.13050694453,34807.1409236112,900.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04714,Lg,dasch.narrow_plates,1954-03-06T03:07:55.800007374+00:00,1954-03-06T03:22:55.800007792+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04717,24-33 in Jewett Schmidt observation on 1954-03-09T03:36:02.699995,http://dc.g-vo.org/getproduct/dasch/q/j04717,112.06565710754607,9.446999191397731,8.221356,34810.139614583306,34810.160447916634,1800.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04717,Lg,dasch.narrow_plates,1954-03-09T03:21:02.699997638+00:00,1954-03-09T03:51:02.699997212+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04724,24-33 in Jewett Schmidt observation on 1954-04-02T01:56:41.799999,http://dc.g-vo.org/getproduct/dasch/q/j04724,111.03529969737286,14.945400375480745,8.221812,34834.07062268521,34834.09145601854,1800.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04724,Lg,dasch.narrow_plates,1954-04-02T01:41:41.800002368+00:00,1954-04-02T02:11:41.800001951+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j03769,24-33 in Jewett Schmidt observation on 1951-12-04T09:33:39.300011,http://dc.g-vo.org/getproduct/dasch/q/j03769,99.81939244960996,43.92656029934585,8.226079,33984.37753819457,33984.41920486124,3600.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j03769,Lg,dasch.narrow_plates,1951-12-04T09:03:39.300010588+00:00,1951-12-04T10:03:39.300011006+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/b75975,8-inch Bache Doublet observation on 1951-11-06T20:26:54.599985,http://dc.g-vo.org/getproduct/dasch/q/b75975,57.0798163960082,24.184750663501696,15.297399,33956.836395833176,33956.867645833176,2700.0,Harvard-Smithsonian Center for Astrophysics,8-inch Bache Doublet,b75975,L,dasch.narrow_plates,1951-11-06T20:04:24.599986371+00:00,1951-11-06T20:49:24.599986371+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/b76002,8-inch Bache Doublet observation on 1951-11-26T19:06:16.799991,http://dc.g-vo.org/getproduct/dasch/q/b76002,57.14202500172266,24.27705319133928,15.293499,33976.78040277772,33976.81165277772,2700.0,Harvard-Smithsonian Center for Astrophysics,8-inch Bache Doublet,b76002,L,dasch.narrow_plates,1951-11-26T18:43:46.799994705+00:00,1951-11-26T19:28:46.799994705+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/h06633,24-inch Clark Reflector observation on 1952-12-14T01:55:59.399990,http://dc.g-vo.org/getproduct/dasch/q/h06633,56.91926668390065,24.303333499404424,2.5496433,34360.06978472212,34360.09131249989,1860.0,Harvard-Smithsonian Center for Astrophysics,24-inch Clark Reflector,h06633,Lg,dasch.narrow_plates,1952-12-14T01:40:29.399991479+00:00,1952-12-14T02:11:29.399990625+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc36978,16-inch Metcalf Doublet (Refigured after 3500) observation on 1951-01-10T01:39:07.600005,http://dc.g-vo.org/getproduct/dasch/q/mc36978,58.096137786455294,19.62829382871849,8.374944,33656.02717129638,33656.11050462971,7200.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc36978,Lg,dasch.narrow_plates,1951-01-10T00:39:07.600007266+00:00,1951-01-10T02:39:07.600006848+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mf39819,10-inch Metcalf Triplet observation on 1951-12-30T21:16:52.300002,http://dc.g-vo.org/getproduct/dasch/q/mf39819,56.84158415651415,24.4391461257132,14.272064,34010.8710914352,34010.9023414352,2700.0,Harvard-Smithsonian Center for Astrophysics,10-inch Metcalf Triplet,mf39819,L,dasch.narrow_plates,1951-12-30T20:54:22.300001081+00:00,1951-12-30T21:39:22.300001081+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ir12057,8-inch Ross Lundin observation on 1952-09-04T07:17:18.700002,http://dc.g-vo.org/getproduct/dasch/q/ir12057,56.7930180426,24.27604597481515,13.974186,34259.298480324134,34259.308896990806,900.0,Harvard-Smithsonian Center for Astrophysics,8-inch Ross Lundin,ir12057,L2g,dasch.narrow_plates,1952-09-04T07:09:48.700005203+00:00,1952-09-04T07:24:48.700005621+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04587,24-33 in Jewett Schmidt observation on 1953-10-04T06:40:35.199990,http://dc.g-vo.org/getproduct/dasch/q/j04587,41.48763266116176,24.383447855560213,8.226973,34654.26776851838,34654.28860185171,1800.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04587,Lg,dasch.narrow_plates,1953-10-04T06:25:35.199988101+00:00,1953-10-04T06:55:35.199987674+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc38118,16-inch Metcalf Doublet (Refigured after 3500) observation on 1955-01-17T00:19:36.499992,http://dc.g-vo.org/getproduct/dasch/q/mc38118,53.63415710562291,24.41337007979063,8.382817,35123.9823668981,35124.0448668981,5400.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc38118,Lg,dasch.narrow_plates,1955-01-16T23:34:36.499995589+00:00,1955-01-17T01:04:36.499995589+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc38316,16-inch Metcalf Doublet (Refigured after 3500) observation on 1955-11-18T07:51:53.000003,http://dc.g-vo.org/getproduct/dasch/q/mc38316,101.33375743282323,-2.13555420376684,8.386496,35429.31380787036,35429.341585648144,2400.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc38316,Lg,dasch.narrow_plates,1955-11-18T07:31:52.999999380+00:00,1955-11-18T08:11:52.999999658+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc38319,16-inch Metcalf Doublet (Refigured after 3500) observation on 1955-11-23T06:57:19.200011,http://dc.g-vo.org/getproduct/dasch/q/mc38319,101.37258207430466,-2.112532765120986,8.378368,35434.27938888905,35434.30022222238,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc38319,Lg,dasch.narrow_plates,1955-11-23T06:42:19.200014084+00:00,1955-11-23T07:12:19.200013666+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ir11783,8-inch Ross Lundin observation on 1951-11-06T10:35:52.700002,http://dc.g-vo.org/getproduct/dasch/q/ir11783,33.91353539594412,60.5522762004932,13.842714,33956.43672106479,33956.446443287015,840.0,Harvard-Smithsonian Center for Astrophysics,8-inch Ross Lundin,ir11783,L2,dasch.narrow_plates,1951-11-06T10:28:52.699997907+00:00,1951-11-06T10:42:52.699998130+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37098,16-inch Metcalf Doublet (Refigured after 3500) observation on 1951-07-27T06:06:45.499995,http://dc.g-vo.org/getproduct/dasch/q/mc37098,321.616004037037,44.60076813893388,8.35974,33854.23385995362,33854.275526620295,3600.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37098,L2g,dasch.narrow_plates,1951-07-27T05:36:45.499993053+00:00,1951-07-27T06:36:45.499993470+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04288,24-33 in Jewett Schmidt observation on 1953-07-05T05:08:06.900007,http://dc.g-vo.org/getproduct/dasch/q/j04288,253.520476497164,35.78322787832088,8.222844,34563.208760416754,34563.219177083425,900.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04288,Lg,dasch.narrow_plates,1953-07-05T05:00:36.900007511+00:00,1953-07-05T05:15:36.900007937+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ir12188,8-inch Ross Lundin observation on 1953-07-08T04:05:57.400021,http://dc.g-vo.org/getproduct/dasch/q/ir12188,252.17439238422853,35.10119936930863,13.982005,34566.1603865743,34566.18121990763,1800.0,Harvard-Smithsonian Center for Astrophysics,8-inch Ross Lundin,ir12188,Lg,dasch.narrow_plates,1953-07-08T03:50:57.400019675+00:00,1953-07-08T04:20:57.400019257+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ir12190,8-inch Ross Lundin observation on 1953-07-10T04:46:57.599996,http://dc.g-vo.org/getproduct/dasch/q/ir12190,252.04773521611236,35.246223101867024,14.011667,34568.18816666658,34568.2103888888,1920.0,Harvard-Smithsonian Center for Astrophysics,8-inch Ross Lundin,ir12190,Lg,dasch.narrow_plates,1953-07-10T04:30:57.599992468+00:00,1953-07-10T05:02:57.599992440+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ir12221,8-inch Ross Lundin observation on 1953-09-14T00:49:24.000013,http://dc.g-vo.org/getproduct/dasch/q/ir12221,251.14010080387743,33.088482464006475,14.009786,34634.026666666854,34634.04194444464,1320.0,Harvard-Smithsonian Center for Astrophysics,8-inch Ross Lundin,ir12221,L,dasch.narrow_plates,1953-09-14T00:38:24.000016185+00:00,1953-09-14T01:00:24.000016714+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04291,24-33 in Jewett Schmidt observation on 1953-07-06T03:10:29.699987,http://dc.g-vo.org/getproduct/dasch/q/j04291,254.16476510571604,35.358134447546995,8.223276,34564.127079860926,34564.1374965276,900.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04291,Lg,dasch.narrow_plates,1953-07-06T03:02:59.699983980+00:00,1953-07-06T03:17:59.699984398+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04426,24-33 in Jewett Schmidt observation on 1953-08-16T02:08:01.099996,http://dc.g-vo.org/getproduct/dasch/q/j04426,253.4423676589696,35.354026280441964,8.189168,34605.08369328702,34605.094109953694,900.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04426,Lg,dasch.narrow_plates,1953-08-16T02:00:31.099998743+00:00,1953-08-16T02:15:31.099999161+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04436,24-33 in Jewett Schmidt observation on 1953-08-30T02:09:49.100020,http://dc.g-vo.org/getproduct/dasch/q/j04436,252.4296770897737,34.517141854498,8.20639,34619.08494328723,34619.0953599539,900.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04436,Lg,dasch.narrow_plates,1953-08-30T02:02:19.100016447+00:00,1953-08-30T02:17:19.100016864+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/j04530,24-33 in Jewett Schmidt observation on 1953-09-14T01:01:21.999983,http://dc.g-vo.org/getproduct/dasch/q/j04530,253.01867417295736,34.45097611555159,8.2219515,34634.037060185,34634.04817129612,960.0,Harvard-Smithsonian Center for Astrophysics,24-33 in Jewett Schmidt,j04530,Lg,dasch.narrow_plates,1953-09-14T00:53:21.999984077+00:00,1953-09-14T01:09:21.999984690+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37605,16-inch Metcalf Doublet (Refigured after 3500) observation on 1953-07-08T04:07:57.099996,http://dc.g-vo.org/getproduct/dasch/q/mc37605,252.3144995687795,34.858036508167494,8.377517,34566.16177199067,34566.182605324,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37605,Lg,dasch.narrow_plates,1953-07-08T03:52:57.099994034+00:00,1953-07-08T04:22:57.099993617+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37611,16-inch Metcalf Doublet (Refigured after 3500) observation on 1953-07-10T03:43:08.099982,http://dc.g-vo.org/getproduct/dasch/q/mc37611,252.42843120445616,34.827505913398,8.360837,34568.144538194254,34568.16537152758,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37611,Lg,dasch.narrow_plates,1953-07-10T03:28:08.099983545+00:00,1953-07-10T03:58:08.099983128+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37632,16-inch Metcalf Doublet (Refigured after 3500) observation on 1953-08-04T02:26:46.700012,http://dc.g-vo.org/getproduct/dasch/q/mc37632,252.45980774318576,35.12783973268594,8.377219,34593.09151273159,34593.11234606492,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37632,Lg,dasch.narrow_plates,1953-08-04T02:11:46.700009315+00:00,1953-08-04T02:41:46.700008897+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37638,16-inch Metcalf Doublet (Refigured after 3500) observation on 1953-08-06T01:56:58.500010,http://dc.g-vo.org/getproduct/dasch/q/mc37638,252.30168147580355,35.24043398047651,8.359925,34595.070815972365,34595.091649305694,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37638,Lg,dasch.narrow_plates,1953-08-06T01:41:58.500012370+00:00,1953-08-06T02:11:58.500011952+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37666,16-inch Metcalf Doublet (Refigured after 3500) observation on 1953-08-13T01:43:24.799983,http://dc.g-vo.org/getproduct/dasch/q/mc37666,252.32857352636995,35.19621973133389,8.376196,34602.06139814792,34602.08223148125,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37666,Lg,dasch.narrow_plates,1953-08-13T01:28:24.799980132+00:00,1953-08-13T01:58:24.799979714+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37929,16-inch Metcalf Doublet (Refigured after 3500) observation on 1954-04-04T07:07:57.499990,http://dc.g-vo.org/getproduct/dasch/q/mc37929,252.30246241175087,34.8547364848865,8.379049,34836.28677662028,34836.307609953605,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37929,Lg,dasch.narrow_plates,1954-04-04T06:52:57.499992494+00:00,1954-04-04T07:22:57.499991446+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37931,16-inch Metcalf Doublet (Refigured after 3500) observation on 1954-04-04T08:26:44.600004,http://dc.g-vo.org/getproduct/dasch/q/mc37931,252.30850821788064,34.89039701445646,8.362183,34836.34148842593,34836.36232175926,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37931,Lg,dasch.narrow_plates,1954-04-04T08:11:44.600000593+00:00,1954-04-04T08:41:44.600000167+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37954,16-inch Metcalf Doublet (Refigured after 3500) observation on 1954-04-29T06:55:25.700008,http://dc.g-vo.org/getproduct/dasch/q/mc37954,252.31319484341049,34.85075672852342,8.378223,34861.277380787105,34861.29960300933,1920.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37954,Lg,dasch.narrow_plates,1954-04-29T06:39:25.700005906+00:00,1954-04-29T07:11:25.700005878+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37970,16-inch Metcalf Doublet (Refigured after 3500) observation on 1954-05-26T05:56:08.499987,http://dc.g-vo.org/getproduct/dasch/q/mc37970,252.1870013467095,34.847625913996715,8.383261,34888.23690393505,34888.25773726838,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37970,Lg,dasch.narrow_plates,1954-05-26T05:41:08.499988527+00:00,1954-05-26T06:11:08.499988109+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37992,16-inch Metcalf Doublet (Refigured after 3500) observation on 1954-08-02T02:41:34.499982,http://dc.g-vo.org/getproduct/dasch/q/mc37992,253.3351021083893,34.87132157487618,8.35984,34956.10039930534,34956.12401041645,2040.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37992,Lg,dasch.narrow_plates,1954-08-02T02:24:34.499981220+00:00,1954-08-02T02:58:34.499981582+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc37997,16-inch Metcalf Doublet (Refigured after 3500) observation on 1954-08-03T02:29:39.899993,http://dc.g-vo.org/getproduct/dasch/q/mc37997,252.26401732680637,34.869964735931035,8.377186,34957.093517361056,34957.114350694384,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc37997,Lg,dasch.narrow_plates,1954-08-03T02:14:39.899995238+00:00,1954-08-03T02:44:39.899994820+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc38198,16-inch Metcalf Doublet (Refigured after 3500) observation on 1955-04-18T07:55:35.200001,http://dc.g-vo.org/getproduct/dasch/q/mc38198,252.31168756072896,34.90472378964964,8.361856,35215.31985185187,35215.3406851852,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc38198,Lg,dasch.narrow_plates,1955-04-18T07:40:35.200001507+00:00,1955-04-18T08:10:35.200001089+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc38204,16-inch Metcalf Doublet (Refigured after 3500) observation on 1955-04-19T06:16:54.800005,http://dc.g-vo.org/getproduct/dasch/q/mc38204,252.3085569686716,34.87257253582137,8.378467,35216.251328703795,35216.27216203712,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc38204,Lg,dasch.narrow_plates,1955-04-19T06:01:54.800007853+00:00,1955-04-19T06:31:54.800007435+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc38217,16-inch Metcalf Doublet (Refigured after 3500) observation on 1955-05-16T06:01:30.399991,http://dc.g-vo.org/getproduct/dasch/q/mc38217,252.32160230845804,34.93629305132255,8.361047,35243.240629629545,35243.26146296287,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc38217,Lg,dasch.narrow_plates,1955-05-16T05:46:30.399992679+00:00,1955-05-16T06:16:30.399992253+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/mc38223,16-inch Metcalf Doublet (Refigured after 3500) observation on 1955-05-18T05:36:41.399984,http://dc.g-vo.org/getproduct/dasch/q/mc38223,252.3191423512207,34.87067054765146,8.37841,35245.22339583313,35245.244229166456,1800.0,Harvard-Smithsonian Center for Astrophysics,16-inch Metcalf Doublet (Refigured after 3500),mc38223,Lg,dasch.narrow_plates,1955-05-18T05:21:41.399982181+00:00,1955-05-18T05:51:41.399981763+00:00,Harvard DASCH,https://dc.g-vo.org/tap
