pair_index,pair_id,plate_a,plate_b,site_a,site_b,parent_pair_status,downstream_pair_class,eligible_fragment_count,admissible_fragment_count,unresolved_fragment_count,witness_count,parent_pair_row_sha256
423,3969|122343,3040,79637,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,57cec2d99ff9bd0824eccb961822a75078fce17485f403a6a3fc04247dc6a21c
424,3969|122344,3040,79638,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,3,7d222e718bfea8c92ef010016f20fb87512ca02660a9b2233685c9cbc9c532f7
426,3969|122346,3040,79640,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,c5a23e2bfc786f8199f413f63ad269b75e6b14c27326950d4476f0d95747ce24
430,3970|122349,3041,79643,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,6a05e5c6d267d30b6e673ebde1a9fb0e292083d168295a48fcafd387534d51e7
433,3976|122355,3046,79649,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,6fd832a7fcefd8ceb18013a993e21f4d32be121da47abde93eddcf6056c9d24d
434,3976|122356,3046,79650,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,a390ef2e86056339778c4fc71dc5b11c259dba75b7c09209d2eb49ea4770435e
447,3983|86495,3053,58360,"Hamburg-Bergedorf, Germany","Bonn, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,24b707b8c860162bacae60975f13cda63d8ce763355beb5089294aedbde9157c
448,3983|86496,3053,58360,"Hamburg-Bergedorf, Germany","Bonn, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,0821c40572a7e1b9bf183c04c1eadbcceb600f31ee489328da01104e376cb177
450,3983|122375,3053,79669,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,7749ae742d51f218be15f191bc9f59d0761d4a2f5b306341138ce6f5b826fad7
451,3983|122376,3053,79670,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,d775a771ab974d76b4e83d9706d9ead42afbe64e27dd12572b06f887ced342b2
453,3985|122378,3055,79672,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,2b95f437ee3e90be56b6a83e728b6c57a01f50fe28f1d5590fb7d09c4e6bcd90
461,3988|122414,3058,79708,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,ef1d7ead80535a3f1514d012256b695ae2564784defb44b20111af6dc3f96307
462,3988|122415,3058,79709,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,d17f226d7ada7a196f21f5a9f5bfbfd9d0c62a7da4fe43221768c26da993cc15
463,3988|122416,3058,79710,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,2,31e5b553d513d551c5b6d06e3422ef01fd881d9a994ecd753f0abdf9af21fa95
464,3988|122417,3058,79711,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,30e3a369306da5b09c00cad84341a0e40e2b8167e1007888e58ab9cd26461082
465,3988|122418,3058,79712,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,2,029e6b52e06b2ea7680edac915229cfacfa64d91e91e38a53520298cf7157dde
