raw_match_row,population,target_ra_deg,target_dec_deg,query_sha256,raw_votable_sha256,raw_votable_sha256_kind,raw_query_row_count,cached,http_status,transport_mode,component_query_count,component_cache_hits,decomposition_events,global_timeout_fallback
292780,PRIMARY_424,85.66759264872441,9.308646389411011,82a0161bb62cc7d37d431a9baa9c1cf03f515b812e483f6ffc2af31034026b71,50e7b6042104029f681cb5e51413f8b0fe1221248bdeca1e8e42461ad362b364,sha256_of_ordered_component_raw_sha256_list,393,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292781,PRIMARY_424,84.90852057846169,6.532088409356648,6917b6054989b430f9522bae37d013eba56a0224ea99e8294d0adbf05294cc38,9b67d75d3851ce92540c103a632134ace0ffcffc8758fa98626b7d0314b14718,sha256_of_ordered_component_raw_sha256_list,678,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292782,PRIMARY_424,85.13864295812104,6.827151733622772,7bee2f87ed49e273da4be51440dcbb023ac41cfb847e34922f47c6d6bcc40abd,a253c2f81912612e1a048845cf27d17d66210db017cf8bec9c785083fcc3f43c,sha256_of_ordered_component_raw_sha256_list,987,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292784,PRIMARY_424,84.90183556397949,10.026474354353212,ea382eb39b2d802f08b2a59d8375e77ed0510249e5be38d798cd0ae351cf1fdc,01ff1305aabcc57e1ca46ce11f5eb7c2009a6847de46ef79811365933c21100a,sha256_of_ordered_component_raw_sha256_list,1019,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292786,PRIMARY_424,85.17255958334319,9.73125632329167,3230a905a699ca481c9b9768797746121ed9225554417b9eef0bb35d82f872c8,a3cb214a3583cca1abee76e17f49cad04b4c9f445caa94703933a445305bf0d8,sha256_of_ordered_component_raw_sha256_list,694,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292787,DIAGNOSTIC_179,83.82780692096863,10.637805010862332,66df27f8be1fa481b3ffe3fbdece799fad1ef949a4e27c38bbd78cd8ed111edc,b499e1adfc27bdcc0660880f97a8eec6a57b029ab3b31d1143b305104abad4fb,sha256_of_ordered_component_raw_sha256_list,263,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292789,PRIMARY_424,85.91373626462337,9.001517969941164,711885f9aa752b3def4f8e604672d1528e5e5a479a013c50b74c39ef6e0afdaa,e6ef22a50e20c98ab4230a036e8e3436e2caee50f014215a9eb686f1abef9854,sha256_of_ordered_component_raw_sha256_list,755,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292793,PRIMARY_424,84.1379418032549,9.378360300517656,8ab7e43c9bbcf5e18f0398ee424c4497da2bba3c2da99120d49faf3255cc6829,213fed61e0dccd6b84f71af144aaf15693e77799f5afe387d419feb5e5ded192,sha256_of_ordered_component_raw_sha256_list,592,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292794,PRIMARY_424,84.86213074825753,6.7107221654169855,c011cd42c89739c36894606ac8a789d5c6867d27de725e0de8e6a78137df3864,e813a328d7de36e9d685b724dc9615427552ac0452c929efbc77dc4cd3f063c2,sha256_of_ordered_component_raw_sha256_list,580,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292795,PRIMARY_424,84.43376611489572,9.865001946805824,872f262a7ee6cf39dfabe4889b07f37a19be5cc1887ef40a6234b860fcf839d9,5c0ad09dab207a4550f5b189dec729f5f867d7e2640fe271f8242153511ebfb9,sha256_of_ordered_component_raw_sha256_list,646,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292796,PRIMARY_424,85.46093376523349,9.593261157427964,1f49a32b68ddf03b21e6f9e48a8d126a0d82cd12b032fdb337ddd968438cc82d,c2cf3ce0cef2f2f5bb2329be0dc8d92d6e1b220d791d918feb6c1ab943639e46,sha256_of_ordered_component_raw_sha256_list,980,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292797,DIAGNOSTIC_179,84.09514944912657,6.641038492599626,4315f7ceea8e239c17a1d89f47b1b44e4663403467a52b7bf348a8035266f2ca,5db06c5fa64bdcc16232a901b073bc6e6fa922f4f31869cf3c987c9856982dc4,sha256_of_ordered_component_raw_sha256_list,362,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292798,PRIMARY_424,85.89128558150516,9.951424683253274,b68147f035d69a556e7a693b01420bf8dab9557ad6ab63787a9d7a632ecd25da,3398176eb5c631e927c2323cb4761358696b1a0dd7a73e3a8b28cedb106b24b7,sha256_of_ordered_component_raw_sha256_list,740,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292800,DIAGNOSTIC_179,83.79880582936069,10.00896315740292,abd0ce91b34d377e30146797d113ceb2f348e6fb51ba45eb02b7782daff543bd,b9588d79efba7e42f1b2cb4e327e2289e46cd921d67be93498ce52c29fd24731,sha256_of_ordered_component_raw_sha256_list,8,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292801,PRIMARY_424,85.22364284308647,9.686710303045391,cd1d00d8c8776aba81c29ffeea19ec90be2c0e3f769ece5c938584985d911169,35c086762013bcd01814cb60658b9a53ad7c88979028668b0c65a219b8bc5c1f,sha256_of_ordered_component_raw_sha256_list,918,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292802,PRIMARY_424,84.97127462814669,9.98215699750183,e3390fb99527e3ceba94a5f4e9a6ec7d57840f41c21fe077d6b5e7e8d78a01a8,dc012fac761dfd6088decca5ecaab07f0d3085f722a76127e9f5adf88d68383c,sha256_of_ordered_component_raw_sha256_list,488,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
