raw_match_row,population,target_ra_deg,target_dec_deg,eligible_physical_plate_count,raw_source_calib_rows_in_15arcsec,eligible_source_calib_rows_in_15arcsec,physical_plates_with_any_source_within_15arcsec,strict_physical_plate_recurrence_count,diagnostic_physical_plate_recurrence_count,wide_5_to_15_physical_plate_context_count,best_eligible_separation_arcsec,distinct_nonnull_gaiaedr3_ids_on_strict_plates,gaiaedr3_ids_repeated_on_2plus_strict_plates,catalog_recurrence_class,candidate_disposition_changed
293262,PRIMARY_424,84.3085326607844,7.53106013847576,738,589,589,303,181,102,20,0.8168627124264486,1,3334374259406968960:177,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293265,PRIMARY_424,84.62401954434137,10.230937080114336,840,806,806,397,163,207,26,0.4188542157068632,1,3339476023422843776:160,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293268,PRIMARY_424,85.60083004584631,7.221520081277774,855,798,798,413,17,338,57,1.5516156687783418,1,3333559035958656640:17,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293273,PRIMARY_424,86.21083858276636,9.599210636911822,920,638,638,324,305,8,11,0.4408854042751123,1,3336266995658608128:299,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293277,PRIMARY_424,84.51797722260648,8.850678731447715,758,577,577,305,65,225,15,1.5572069633075754,1,3334804374611906944:59,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293279,DIAGNOSTIC_179,85.23030382170862,8.64638887063123,893,823,823,425,306,99,20,0.3231506070043579,1,3334609589255106560:305,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293280,DIAGNOSTIC_179,85.55396541599349,7.519314844247236,873,941,941,473,361,95,17,1.1798363970300054,1,3333672702268631808:356,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293281,PRIMARY_424,84.38581456681781,8.614994315032305,744,809,809,394,121,236,37,1.0631850390945314,1,3334782281300197504:121,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293282,DIAGNOSTIC_179,83.93521436076983,7.8884360747631375,731,423,423,223,5,191,27,1.7068639661095235,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293285,DIAGNOSTIC_179,85.45898454137762,9.436324370907716,913,328,328,167,52,101,13,0.2872445779783521,1,3336361661034178432:49,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293287,DIAGNOSTIC_179,83.90180827895605,8.79145352428744,719,322,322,178,2,86,90,2.566384684928724,1,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293288,PRIMARY_424,85.99548757191951,10.393159109383763,917,807,807,419,337,60,22,1.4141598234302046,1,3336578161745660032:333,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293289,PRIMARY_424,84.62515215532801,8.952630959799814,806,400,400,213,164,39,10,1.2229547645123653,1,3334830071398545408:162,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293290,PRIMARY_424,84.58452413470528,8.274769849021064,769,557,557,284,251,16,17,0.7379037157323767,1,3334581444331730816:248,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293293,DIAGNOSTIC_179,85.52338860866963,7.836033299852694,892,668,668,345,162,162,20,0.7362246934209793,1,3333734545502675456:159,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293295,PRIMARY_424,84.40833712324756,7.453406115416606,737,381,381,227,177,11,39,0.5911599750718836,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293297,PRIMARY_424,84.86218498169104,9.019794922313267,894,595,595,301,207,69,25,0.6108320315179177,1,3334824234540606080:194,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293298,DIAGNOSTIC_179,84.65984321230835,8.755089249457491,835,625,625,331,292,20,18,0.8519321537601715,1,3334811349638790272:287,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293303,PRIMARY_424,85.96027353164943,10.232706865862049,926,868,868,444,403,19,22,0.17181863193748298,1,3336523113148446592:385,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293304,DIAGNOSTIC_179,86.27106444477666,10.620506307189084,912,1138,1138,567,75,443,48,1.2966814179528283,1,3336912035323517056:63,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293306,PRIMARY_424,85.82616795281515,8.9181650968987,911,985,985,503,290,183,30,0.7808539648843427,1,3336075375694463872:289,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293309,PRIMARY_424,84.72584103979851,7.578375895683523,828,795,795,404,346,34,24,0.5499742372291546,1,3334389515130907392:343,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293310,DIAGNOSTIC_179,84.38676770292035,9.68524837404402,768,522,522,233,131,90,12,0.2217885056401161,1,3339420807322967040:116,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293315,DIAGNOSTIC_179,86.89111784106201,7.068748875687346,840,999,999,484,40,407,37,2.0973024257982833,1,3333406792253197312:36,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293316,PRIMARY_424,84.48467774099136,10.710753070321248,780,548,548,292,25,227,40,1.691463458478196,1,3339648994642331904:21,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293317,DIAGNOSTIC_179,85.38089986496495,6.283384502094693,655,539,539,295,15,195,84,0.21917485330080763,1,3332921976344139776:7,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293319,DIAGNOSTIC_179,85.57681741360406,7.615094273620869,871,872,872,442,80,328,34,1.0892813440775277,1,3333722038557916160:76,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293322,DIAGNOSTIC_179,84.82447922341537,7.819265882732636,869,947,947,469,354,84,30,0.39496465826059857,1,3334402812349410176:347,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293325,PRIMARY_424,84.45837803873337,8.97938884495349,755,354,354,195,104,82,9,1.5184848159982811,1,3334832476580230144:101,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293326,PRIMARY_424,84.03743017771247,7.523832217196452,728,153,153,77,71,3,3,0.019194532962935426,1,3334423149018965248:69,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293327,DIAGNOSTIC_179,84.10774155720532,12.202392720430947,755,131,131,66,1,3,61,2.950995482718595,0,,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,False
293328,PRIMARY_424,84.33038417106563,8.962720186133716,752,30,30,20,0,1,19,3.9085756183219456,0,,DIAGNOSTIC_RECURRENCE_ONLY,False
293333,PRIMARY_424,85.22530168662043,7.858668816633914,896,714,714,361,170,159,32,1.5537208423861726,1,3333744750344970112:168,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293334,PRIMARY_424,84.63919769037692,10.386521469111148,848,386,386,215,113,82,20,0.7629675950862543,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293335,DIAGNOSTIC_179,84.71556901723734,10.748301058164403,869,623,623,302,103,177,22,1.2656977275442025,1,3339638549282104704:95,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293339,PRIMARY_424,84.90797205229731,7.217799163763063,852,934,934,469,132,309,26,0.5498282130645736,1,3333594121546358656:117,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293341,PRIMARY_424,84.38050744241586,7.6874383699064675,743,350,350,203,169,21,13,1.266973395948706,1,3334386006139881344:167,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293343,PRIMARY_424,86.57084525332628,8.07411258014754,891,529,529,268,0,8,260,3.0030012016529555,0,,DIAGNOSTIC_RECURRENCE_ONLY,False
293344,PRIMARY_424,84.95055779189818,8.026431970854876,898,974,974,483,288,160,35,1.3479063809343461,1,3334511904519089408:283,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293345,PRIMARY_424,83.837855163031,8.893231391802631,653,241,241,128,13,101,14,1.5827053485851634,1,3334863228547494016:5,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293346,DIAGNOSTIC_179,84.5682678397035,8.43211748660446,760,831,831,400,10,357,33,1.1375088992968418,1,3334588114418555136:9,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293348,DIAGNOSTIC_179,84.29985380992356,9.782971818653994,772,779,779,396,222,147,27,1.014054875662429,1,3339425381465408768:219,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293349,PRIMARY_424,85.43360538084201,9.719540292584647,928,668,668,346,1,66,279,1.3369953985317862,1,,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,False
293352,PRIMARY_424,85.11371052481938,8.346460152094695,897,559,559,307,241,50,16,0.532733082104661,1,3334528118017778944:236,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293354,DIAGNOSTIC_179,84.73965337053559,9.14264067171714,867,768,768,397,302,67,27,0.8679599779406342,1,3334840001362927488:299,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293355,PRIMARY_424,85.93741083340015,10.501351965842709,916,1006,1006,502,96,374,32,1.259637534432847,1,3336583109547966208:93,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293356,DIAGNOSTIC_179,85.8340865185693,8.733748803146545,906,848,848,434,382,31,21,1.1110021794808602,1,3336068362010853632:378,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293357,DIAGNOSTIC_179,84.07965574202436,10.281317737880594,768,254,254,144,20,108,16,1.5637783736511897,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293359,PRIMARY_424,84.90768923503178,10.776574208028967,911,1065,1065,541,375,123,43,0.3107970616704952,1,3339641091902689408:360,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293361,PRIMARY_424,85.45160023038967,10.257794049009874,930,952,952,478,176,270,32,0.8913449859563055,1,3336561222394509056:175,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293363,PRIMARY_424,84.36886992712454,6.607362647042956,682,482,482,273,228,23,22,0.1080573919495034,1,3333191597211172608:209,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293364,DIAGNOSTIC_179,84.33986421130885,8.139880845723734,751,743,743,364,262,77,24,1.0039526012522642,1,3334485653678441728:261,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293365,PRIMARY_424,85.43488309164354,9.690157347884067,926,822,822,417,4,310,101,0.30502912900865453,1,3336386155231171840:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293368,PRIMARY_424,84.94385798711946,8.185064471638631,893,610,610,343,116,204,22,0.5366201487103165,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293371,PRIMARY_424,85.56530885094705,10.544938177280168,918,998,998,508,370,99,39,0.25384538412053337,1,3336593726706952448:348,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293375,PRIMARY_424,84.78411532305962,8.593166498253211,867,545,545,291,49,219,23,0.5805741149123378,1,3334597249812797440:46,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293380,PRIMARY_424,85.46835591782897,8.838877668288651,909,816,816,424,5,368,51,2.154298157644511,1,3336115404789508992:4,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293382,PRIMARY_424,85.3253578348255,9.573869129646779,920,821,821,424,23,365,36,1.5209309211168711,1,3336378359867020288:20,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293385,PRIMARY_424,85.70868410525587,10.557535935391028,918,1096,1096,567,497,37,33,0.04180527745425577,1,3336591076709419136:453,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293392,DIAGNOSTIC_179,84.41774206282614,9.631872025411209,767,673,673,333,153,160,19,1.6228005552979572,1,3336416877133398016:150,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293399,PRIMARY_424,84.87352806706141,7.59428468875486,865,1042,1042,517,444,27,46,0.6155079646316124,1,3333639888717802752:435,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293401,PRIMARY_424,84.0642469646966,8.35514819039169,740,552,552,290,199,68,22,1.119848413957546,1,3334683527114636416:196,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293402,PRIMARY_424,85.84316638273728,7.022872987999666,839,745,745,386,265,91,30,0.24511720945300158,1,3333362051577320192:263,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293403,DIAGNOSTIC_179,85.8770137692864,9.49062147539737,922,811,811,422,407,5,10,0.1497249287273158,1,3336177630275451904:401,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293404,PRIMARY_424,84.54890342169115,10.315429102840039,787,420,420,206,191,12,3,0.545663081810421,1,3339480563205035392:187,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293407,PRIMARY_424,85.63820310040128,7.157290385659425,853,973,973,482,5,437,40,2.289965311322663,1,3333555501200670720:4,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293409,PRIMARY_424,85.79709440938252,7.436538980061569,865,687,687,389,274,73,42,0.5727599287229596,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293411,PRIMARY_424,84.79775475652484,7.4501146755833165,851,972,972,485,367,74,44,0.6852096021184564,1,3333636074786881408:363,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293412,PRIMARY_424,85.41716712998672,9.62756819125024,925,1111,1111,577,26,453,98,0.7728401300574335,1,3336384780841638528:16,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293413,PRIMARY_424,84.24672382266354,7.499361726046172,736,546,546,300,156,126,18,1.2790177114926802,1,3334373911513871360:153,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293414,DIAGNOSTIC_179,86.88514246512725,9.80732091473672,926,706,706,366,9,343,14,0.34325217436843247,1,3336250915300422784:8,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293416,PRIMARY_424,86.08482718612915,8.900546904766289,905,505,505,272,217,39,16,0.20018456008829108,1,3336084412305611648:212,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293417,PRIMARY_424,84.68127690602829,7.719298213572806,824,822,822,420,321,68,31,0.5607334682459212,1,3334395871682299392:315,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293418,PRIMARY_424,84.5944869071059,8.445983415005387,769,766,766,387,126,225,36,1.0751530814795596,1,3334588526735410048:120,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293421,PRIMARY_424,84.87304005995531,8.939197254093507,895,1060,1060,538,128,366,44,0.8780560838269443,1,3334820317530445184:126,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293427,DIAGNOSTIC_179,86.03319564419905,7.342285135927317,856,1010,1010,510,455,18,37,0.40158245195798364,1,3333470289049567744:450,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293429,PRIMARY_424,84.92551690832087,8.627044925819067,890,1010,1010,513,56,403,54,1.0101018487909554,1,3334617384619479680:54,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293439,PRIMARY_424,84.8428921622091,8.209177980318854,888,1033,1033,524,169,309,46,0.5237013862723154,1,3334566124186216064:167,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293440,PRIMARY_424,84.98513886852237,7.670361361342686,876,691,691,395,78,270,47,0.41995791779336666,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293441,PRIMARY_424,86.30155891027565,7.428692013505293,859,404,404,221,188,26,7,0.27552766387080846,1,3333492279282070912:183,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293446,PRIMARY_424,83.86901260061096,8.795904338741705,692,361,361,190,82,73,35,1.184582994680533,1,3334756786373797376:74,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293447,DIAGNOSTIC_179,85.1019615080034,7.506429960057944,873,794,794,414,17,366,30,1.113936115022939,1,3333640232315165824:15,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293448,PRIMARY_424,84.08862467971974,8.057282427400809,746,412,412,243,154,45,44,0.778388088157141,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293450,PRIMARY_424,85.15834681700085,10.663696527403404,915,977,977,484,29,421,33,1.0644815308915307,1,3339590102050921728:27,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293452,DIAGNOSTIC_179,85.82293095759934,9.461654333692675,920,739,739,384,287,86,11,0.37061880309079404,1,3336177149239134976:281,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293455,DIAGNOSTIC_179,85.25044154940952,8.41200450190674,900,977,977,494,448,24,22,0.25849198106098153,1,3334552792607628544:446,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293456,PRIMARY_424,84.22157388707816,10.479395566314722,776,715,715,362,34,296,30,0.9480702381507856,1,3339544163080557824:33,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293457,PRIMARY_424,83.91831848137063,8.355175152303616,726,452,452,254,187,30,37,0.5037305030794048,1,3334689402630616832:177,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293458,PRIMARY_424,85.55815565666926,7.407175655402441,866,588,588,337,9,184,143,2.235267820921649,1,3333667891905281792:6,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293460,PRIMARY_424,85.6791951234692,9.552011849601758,925,637,637,339,68,259,12,1.1975430781053809,1,3336369391975239424:67,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293463,DIAGNOSTIC_179,86.28568149735699,9.620524301900517,921,1062,1062,543,75,434,32,0.13467775249596736,1,3336268202545907584:67,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293470,PRIMARY_424,85.65207014061767,7.458604761715397,871,1033,1033,514,1,391,121,0.9439609932386882,1,,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,False
293473,DIAGNOSTIC_179,86.82138671006675,10.951956988270034,908,620,620,322,3,253,66,1.9614386373834025,1,3336952541159285248:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293476,PRIMARY_424,86.73150366311013,10.359562675376777,918,1040,1040,511,473,17,21,0.125491134580519,1,3336706869029733248:471,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293480,PRIMARY_424,84.21724201819657,7.542769615441253,736,670,670,351,37,279,35,1.63310658615959,1,3334377588005889152:33,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293484,PRIMARY_424,85.84746944559346,7.182336787373527,851,1065,1065,542,471,26,45,0.6113421855338294,1,3333461114999480192:469,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293487,PRIMARY_424,84.79464764432798,8.897638862424682,883,515,515,297,50,213,34,1.205170717967449,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293488,PRIMARY_424,86.61524956206962,9.843677215779925,925,913,913,465,402,51,12,0.9987070863731384,1,3336298129877902976:399,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293491,PRIMARY_424,85.8459743825601,8.564171030397926,900,725,725,380,136,236,8,1.320261344289732,1,3336045547144145024:134,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293492,PRIMARY_424,83.90580358526381,8.139760963240725,724,385,385,217,30,149,38,0.5295136917275247,1,3334650030666969856:27,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293499,PRIMARY_424,86.60974453767126,9.488700228017281,914,1039,1039,514,471,22,21,0.11719995614522197,1,3336236041831060992:468,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293501,PRIMARY_424,86.4362148861654,10.050052930220609,918,1077,1077,559,479,49,31,0.05206983413719308,1,3336319364196205696:463,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293502,PRIMARY_424,84.28791018150929,10.434003189756694,776,398,398,209,24,184,1,1.7407566230474454,1,3339544472318199680:22,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293506,PRIMARY_424,83.8115590590026,8.4069346257276,582,199,199,122,22,59,41,1.0784911955798535,1,3334692224425474944:19,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293507,PRIMARY_424,84.46222980668725,8.193153446300283,749,431,431,232,98,114,17,1.7835773759568636,1,3334486817612241408:94,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293508,PRIMARY_424,85.10589952789061,7.45746351334838,870,555,555,310,4,246,60,2.144472743586565,1,3333622193452530944:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293511,PRIMARY_424,84.1258013405197,7.4519806087258,731,516,516,289,188,76,24,0.46337799944394353,1,3334374804867069440:186,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293512,PRIMARY_424,86.7906863809802,7.870698352931873,888,1044,1044,514,147,335,31,0.6902166381264846,1,3335013792920587136:147,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293513,PRIMARY_424,86.32967275908776,10.102984471001614,921,832,832,432,414,8,10,0.10441145560463483,1,3336507861721247104:409,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
