cell_ira,cell_idec,consumer_pair_count,consumer_pair_indices
606,425,1,24
606,426,1,24
606,427,1,24
607,377,1,24
607,388,1,24
607,389,1,24
607,390,1,24
607,391,1,24
607,394,1,24
607,395,1,24
607,408,1,24
607,409,1,24
607,414,1,24
607,415,1,24
607,416,1,24
607,417,1,24
607,418,1,24
607,424,1,24
607,425,1,24
607,426,1,24
607,427,1,24
608,375,1,24
608,376,1,24
608,379,1,24
608,380,1,24
608,381,1,24
608,382,1,24
608,383,1,24
608,390,1,24
608,395,1,24
608,408,1,24
608,414,1,24
608,415,1,24
608,416,1,24
608,425,1,24
608,426,1,24
608,427,1,24
608,428,1,24
609,383,1,24
609,414,1,24
609,415,1,24
609,425,1,24
609,426,1,24
609,427,1,24
610,413,1,24
610,414,1,24
610,415,1,24
610,425,1,24
610,426,1,24
610,427,1,24
610,428,1,24
611,372,1,24
611,412,1,24
611,413,1,24
611,414,1,24
611,415,1,24
611,424,1,24
611,425,1,24
611,426,1,24
612,372,1,24
612,403,1,24
612,407,1,24
612,411,1,24
612,412,1,24
612,413,1,24
612,414,1,24
612,415,1,24
612,424,1,24
612,425,1,24
612,426,1,24
612,427,1,24
613,403,1,24
613,404,1,24
613,405,1,24
613,406,1,24
613,407,1,24
613,408,1,24
613,409,1,24
613,410,1,24
613,415,1,24
613,424,1,24
613,425,1,24
613,426,1,24
613,427,1,24
614,403,1,24
614,404,1,24
614,405,1,24
614,406,1,24
614,407,1,24
614,408,1,24
614,415,1,24
614,424,1,24
614,425,1,24
614,426,1,24
614,427,1,24
615,372,1,24
615,373,1,24
615,403,1,24
615,406,1,24
615,407,1,24
615,408,1,24
615,415,1,24
615,424,1,24
615,425,1,24
615,426,1,24
615,427,1,24
616,372,1,24
616,373,1,24
616,402,1,24
616,407,1,24
616,415,1,24
616,425,1,24
616,426,1,24
617,372,1,24
617,414,1,24
617,415,1,24
617,425,1,24
617,426,1,24
617,427,1,24
618,414,1,24
618,415,1,24
618,425,1,24
618,426,1,24
618,427,1,24
619,400,1,24
619,413,1,24
619,414,1,24
619,415,1,24
619,426,1,24
619,427,1,24
620,398,1,24
620,399,1,24
620,400,1,24
620,408,1,24
620,413,1,24
620,414,1,24
620,415,1,24
621,398,1,24
621,399,1,24
621,413,1,24
621,414,1,24
621,428,1,24
622,372,1,24
622,398,1,24
622,399,1,24
622,408,1,24
622,409,1,24
622,410,1,24
622,411,1,24
623,372,1,24
623,398,1,24
623,399,1,24
623,400,1,24
623,408,1,24
623,409,1,24
623,410,1,24
623,411,1,24
623,415,1,24
623,428,1,24
624,373,1,24
624,397,1,24
624,398,1,24
624,399,1,24
624,409,1,24
624,415,1,24
624,424,1,24
624,428,1,24
625,373,1,24
625,374,1,24
625,380,1,24
625,381,1,24
625,384,1,24
625,407,1,24
625,408,1,24
625,409,1,24
625,424,1,24
625,427,1,24
625,428,1,24
626,373,1,24
626,374,1,24
626,375,1,24
626,376,1,24
626,377,1,24
626,378,1,24
626,379,1,24
626,380,1,24
626,381,1,24
626,382,1,24
626,383,1,24
626,384,1,24
626,406,1,24
626,407,1,24
626,425,1,24
626,426,1,24
626,427,1,24
627,372,1,24
627,373,1,24
627,378,1,24
627,379,1,24
627,380,1,24
627,381,1,24
627,382,1,24
627,383,1,24
627,384,1,24
627,403,1,24
627,405,1,24
627,406,1,24
627,407,1,24
627,425,1,24
627,426,1,24
627,427,1,24
628,372,1,24
628,373,1,24
628,379,1,24
628,380,1,24
628,381,1,24
628,382,1,24
628,383,1,24
628,384,1,24
628,385,1,24
628,389,1,24
628,403,1,24
628,425,1,24
628,426,1,24
628,427,1,24
629,372,1,24
629,373,1,24
629,379,1,24
629,380,1,24
629,381,1,24
629,382,1,24
629,383,1,24
629,384,1,24
629,385,1,24
629,386,1,24
629,388,1,24
629,389,1,24
629,425,1,24
629,426,1,24
630,373,1,24
630,380,1,24
630,381,1,24
630,382,1,24
630,383,1,24
630,384,1,24
630,385,1,24
630,388,1,24
630,424,1,24
630,425,1,24
630,426,1,24
630,427,1,24
631,373,1,24
631,374,1,24
631,375,1,24
631,381,1,24
631,382,1,24
631,383,1,24
631,384,1,24
631,425,1,24
631,426,1,24
632,373,1,24
632,381,1,24
632,425,1,24
632,426,1,24
633,373,1,24
633,403,1,24
633,425,1,24
633,426,1,24
633,427,1,24
634,372,1,24
634,403,1,24
634,425,1,24
634,426,1,24
634,427,1,24
635,385,1,24
635,424,1,24
635,425,1,24
635,426,1,24
635,427,1,24
636,373,1,24
636,374,1,24
636,384,1,24
636,385,1,24
636,424,1,24
636,425,1,24
636,426,1,24
636,427,1,24
636,428,1,24
637,373,1,24
637,374,1,24
637,375,1,24
637,385,1,24
637,425,1,24
637,426,1,24
637,427,1,24
637,428,1,24
638,373,1,24
638,374,1,24
638,375,1,24
638,379,1,24
638,404,1,24
638,408,1,24
638,425,1,24
638,426,1,24
638,427,1,24
638,428,1,24
639,373,1,24
639,374,1,24
639,375,1,24
639,376,1,24
639,377,1,24
639,378,1,24
639,379,1,24
639,380,1,24
639,385,1,24
639,407,1,24
639,408,1,24
639,409,1,24
639,410,1,24
639,425,1,24
639,426,1,24
639,427,1,24
640,373,1,24
640,374,1,24
640,375,1,24
640,376,1,24
640,377,1,24
640,378,1,24
640,379,1,24
640,380,1,24
640,384,1,24
640,385,1,24
640,407,1,24
640,408,1,24
640,427,1,24
640,428,1,24
641,374,1,24
641,375,1,24
641,382,1,24
641,383,1,24
641,384,1,24
641,407,1,24
641,408,1,24
641,427,1,24
641,428,1,24
642,373,1,24
642,374,1,24
642,383,1,24
642,384,1,24
642,407,1,24
642,427,1,24
643,373,1,24
643,374,1,24
643,384,1,24
643,406,1,24
643,407,1,24
643,414,1,24
643,415,1,24
644,373,1,24
644,374,1,24
644,415,1,24
644,416,1,24
644,417,1,24
645,373,1,24
645,374,1,24
645,375,1,24
645,415,1,24
645,416,1,24
645,417,1,24
645,418,1,24
646,373,1,24
646,374,1,24
646,375,1,24
646,415,1,24
646,416,1,24
646,417,1,24
646,418,1,24
646,419,1,24
647,373,1,24
647,374,1,24
647,375,1,24
647,415,1,24
647,416,1,24
647,417,1,24
647,418,1,24
647,419,1,24
647,420,1,24
647,421,1,24
647,427,1,24
647,428,1,24
648,374,1,24
648,375,1,24
648,415,1,24
648,416,1,24
648,417,1,24
648,418,1,24
648,419,1,24
648,420,1,24
648,421,1,24
648,426,1,24
648,427,1,24
649,374,1,24
649,375,1,24
649,376,1,24
649,383,1,24
649,384,1,24
649,386,1,24
649,387,1,24
649,395,1,24
649,403,1,24
649,404,1,24
649,414,1,24
649,415,1,24
649,416,1,24
649,417,1,24
649,418,1,24
649,419,1,24
649,420,1,24
649,421,1,24
649,422,1,24
649,423,1,24
649,425,1,24
649,426,1,24
650,376,1,24
650,377,1,24
650,379,1,24
650,380,1,24
650,382,1,24
650,383,1,24
650,386,1,24
650,387,1,24
650,394,1,24
650,395,1,24
650,396,1,24
650,403,1,24
650,404,1,24
650,405,1,24
650,406,1,24
650,415,1,24
650,416,1,24
650,417,1,24
650,420,1,24
650,425,1,24
650,426,1,24
1143,395,1,12
1144,395,1,12
1145,395,1,12
1149,395,1,12
1149,488,1,2
1149,489,1,2
1150,477,1,2
1150,478,1,2
1150,479,1,2
1150,480,1,2
1150,481,1,2
1150,489,1,2
1151,471,1,2
1151,478,1,2
1151,479,1,2
1151,480,1,2
1151,481,1,2
1152,466,1,2
1158,464,1,2
1159,464,1,2
1159,475,1,2
1159,476,1,2
1159,492,1,2
1160,482,1,2
1160,483,1,2
1160,484,1,2
1160,493,1,2
1160,499,1,2
1161,460,1,2
1161,482,1,2
1162,415,1,12
1162,416,1,12
1162,422,1,12
1162,423,1,12
1162,424,1,12
1162,425,1,12
1162,426,1,12
1163,459,1,2
1163,499,1,2
1166,460,1,2
1166,463,1,2
1166,464,1,2
1166,465,1,2
1167,460,1,2
1167,461,1,2
1167,462,1,2
1167,463,1,2
1167,464,1,2
1167,500,1,2
1168,461,1,2
1168,462,1,2
1168,463,1,2
1168,464,1,2
1169,461,1,2
1169,462,1,2
1170,460,1,2
1170,461,1,2
1170,500,1,2
1171,460,1,2
1171,461,1,2
1171,500,1,2
1172,460,1,2
1172,461,1,2
1172,500,1,2
1173,461,1,2
1173,462,1,2
1174,461,1,2
1174,462,1,2
1177,500,1,2
1179,465,1,2
1180,465,1,2
1180,500,1,2
1181,465,1,2
1182,465,1,2
1183,465,1,2
1183,466,1,2
1184,466,1,2
1185,466,1,2
1185,499,1,2
1185,500,1,2
1186,460,1,2
1186,466,1,2
1186,467,1,2
1186,500,1,2
1187,460,1,2
1188,460,1,2
1189,460,1,2
1191,500,1,2
1203,459,1,2
1205,465,1,2
1206,464,1,2
1206,465,1,2
1210,469,1,30
1211,470,1,30
1213,493,3,8;20;33
1213,514,2,19;32
1214,492,3,8;20;33
1214,493,3,8;20;33
1215,493,3,8;20;33
1217,502,3,8;20;33
1217,507,2,19;32
1217,513,2,19;32
1249,438,1,26
1249,441,1,26
1249,442,1,26
1249,443,1,26
1249,445,1,26
1250,400,1,26
1250,403,1,26
1250,404,1,26
1250,406,1,26
1250,407,1,26
1250,409,1,26
1250,410,1,26
1250,411,1,26
1250,412,1,26
1250,413,1,26
1250,414,1,26
1250,415,1,26
1250,416,1,26
1250,417,1,26
1250,422,1,26
1250,423,1,26
1250,424,1,26
1250,425,1,26
1250,426,1,26
1250,427,1,26
1250,429,1,26
1250,430,1,26
1250,431,1,26
1250,437,1,26
1250,442,1,26
1250,443,1,26
1250,444,1,26
1250,445,1,26
1251,398,1,26
1251,402,1,26
1251,403,1,26
1251,404,1,26
1251,405,1,26
1251,406,1,26
1251,407,1,26
1251,411,1,26
1251,412,1,26
1251,413,1,26
1251,414,1,26
1251,422,1,26
1251,444,1,26
1251,445,1,26
1251,446,1,26
1252,405,1,26
1252,406,1,26
1253,406,1,26
1254,446,1,26
1256,445,1,26
1256,446,1,26
1257,398,1,26
1257,446,1,26
1258,398,1,26
1259,398,1,26
1260,398,1,26
1261,398,1,26
1261,445,1,26
1262,398,1,26
1262,445,1,26
1262,446,1,26
1263,398,1,26
1263,446,1,26
1264,398,1,26
1264,399,1,26
1264,446,1,26
1265,398,1,26
1265,445,1,26
1265,446,1,26
1266,445,1,26
1266,446,1,26
1267,398,1,26
1267,406,1,26
1267,445,1,26
1267,446,1,26
1268,405,1,26
1268,406,1,26
1268,407,1,26
1268,445,1,26
1268,446,1,26
1269,399,1,26
1269,405,1,26
1269,406,1,26
1269,407,1,26
1269,445,1,26
1269,446,1,26
1270,399,1,26
1270,445,1,26
1270,446,1,26
1271,399,1,26
1271,415,1,26
1271,446,1,26
1272,414,1,26
1272,446,1,26
1274,446,1,26
1275,446,1,26
1276,446,1,26
1278,435,1,26
1279,435,1,26
1279,446,1,26
1280,446,1,26
1281,446,1,26
1286,399,1,26
1287,399,1,26
1288,399,1,26
1288,404,1,26
1288,405,1,26
1288,406,1,26
1288,407,1,26
1289,399,1,26
1289,400,1,26
1289,404,1,26
1289,405,1,26
1289,406,1,26
1289,407,1,26
1289,415,1,26
1289,416,1,26
1289,417,1,26
1289,420,1,26
1289,423,1,26
1289,429,1,26
1290,399,1,26
1290,400,1,26
1290,401,1,26
1290,402,1,26
1290,405,1,26
1290,406,1,26
1290,408,1,26
1290,409,1,26
1290,412,1,26
1290,413,1,26
1290,414,1,26
1290,417,1,26
1290,418,1,26
1290,419,1,26
1290,420,1,26
1290,422,1,26
1290,423,1,26
1290,424,1,26
1290,426,1,26
1290,428,1,26
1290,429,1,26
1290,430,1,26
1290,432,1,26
1290,433,1,26
1290,434,1,26
1290,435,1,26
1290,436,1,26
1306,489,1,1
1306,490,1,1
1307,488,1,1
1307,489,1,1
1307,490,1,1
1308,483,1,1
1308,484,1,1
1308,488,1,1
1308,489,1,1
1308,490,1,1
1308,491,1,1
1308,492,1,1
1309,479,1,1
1309,480,1,1
1309,481,1,1
1309,482,1,1
1309,483,1,1
1309,488,1,1
1309,489,1,1
1309,490,1,1
1309,491,1,1
1310,423,1,1
1310,458,1,1
1310,459,1,1
1310,460,1,1
1310,479,1,1
1310,480,1,1
1310,481,1,1
1310,482,1,1
1310,483,1,1
1310,484,1,1
1310,488,1,1
1310,489,1,1
1310,490,1,1
1310,491,1,1
1311,421,1,1
1311,422,1,1
1311,423,1,1
1311,424,1,1
1311,427,1,1
1311,428,1,1
1311,429,1,1
1311,436,1,1
1311,437,1,1
1311,457,1,1
1311,458,1,1
1311,459,1,1
1311,460,1,1
1311,479,1,1
1311,480,1,1
1311,481,1,1
1311,482,1,1
1311,483,1,1
1311,484,1,1
1311,485,1,1
1311,489,1,1
1311,490,1,1
1312,420,1,1
1312,421,1,1
1312,422,1,1
1312,423,1,1
1312,424,1,1
1312,425,1,1
1312,426,1,1
1312,427,1,1
1312,428,1,1
1312,429,1,1
1312,434,1,1
1312,435,1,1
1312,436,1,1
1312,437,1,1
1312,457,1,1
1312,458,1,1
1312,459,1,1
1312,460,1,1
1312,461,1,1
1312,474,1,1
1312,475,1,1
1312,476,1,1
1312,477,1,1
1312,479,1,1
1312,480,1,1
1312,481,1,1
1312,482,1,1
1312,483,1,1
1312,484,1,1
1312,485,1,1
1312,488,1,1
1312,489,1,1
1312,490,1,1
1313,360,1,1
1313,361,1,1
1313,368,1,1
1313,370,1,1
1313,371,1,1
1313,372,1,1
1313,373,1,1
1313,420,1,1
1313,421,1,1
1313,422,1,1
1313,423,1,1
1313,424,1,1
1313,425,1,1
1313,426,1,1
1313,427,1,1
1313,428,1,1
1313,429,1,1
1313,434,1,1
1313,435,1,1
1313,436,1,1
1313,437,1,1
1313,438,1,1
1313,441,1,1
1313,442,1,1
1313,443,1,1
1313,457,1,1
1313,458,1,1
1313,459,1,1
1313,460,1,1
1313,461,1,1
1313,474,1,1
1313,475,1,1
1313,476,1,1
1313,477,1,1
1313,480,1,1
1313,481,1,1
1313,483,1,1
1313,484,1,1
1313,488,1,1
1313,489,1,1
1313,490,1,1
1313,491,1,1
1314,348,1,1
1314,349,1,1
1314,351,1,1
1314,360,1,1
1314,361,1,1
1314,362,1,1
1314,363,1,1
1314,367,1,1
1314,368,1,1
1314,369,1,1
1314,370,1,1
1314,371,1,1
1314,372,1,1
1314,373,1,1
1314,374,1,1
1314,375,1,1
1314,420,1,1
1314,425,1,1
1314,426,1,1
1314,427,1,1
1314,428,1,1
1314,429,1,1
1314,434,1,1
1314,435,1,1
1314,436,1,1
1314,437,1,1
1314,438,1,1
1314,439,1,1
1314,440,1,1
1314,441,1,1
1314,442,1,1
1314,443,1,1
1314,458,1,1
1314,459,1,1
1314,460,1,1
1314,471,1,1
1314,472,1,1
1314,473,1,1
1314,474,1,1
1314,475,1,1
1314,476,1,1
1314,477,1,1
1314,478,1,1
1314,479,1,1
1314,487,1,1
1314,488,1,1
1314,489,1,1
1314,490,1,1
1314,491,1,1
1315,348,1,1
1315,349,1,1
1315,350,1,1
1315,351,1,1
1315,352,1,1
1315,359,1,1
1315,360,1,1
1315,361,1,1
1315,362,1,1
1315,363,1,1
1315,364,1,1
1315,367,1,1
1315,368,1,1
1315,369,1,1
1315,370,1,1
1315,371,1,1
1315,372,1,1
1315,373,1,1
1315,374,1,1
1315,375,1,1
1315,398,1,1
1315,399,1,1
1315,400,1,1
1315,401,1,1
1315,425,1,1
1315,426,1,1
1315,427,1,1
1315,428,1,1
1315,435,1,1
1315,436,1,1
1315,437,1,1
1315,438,1,1
1315,439,1,1
1315,440,1,1
1315,441,1,1
1315,442,1,1
1315,443,1,1
1315,444,1,1
1315,470,1,1
1315,471,1,1
1315,472,1,1
1315,473,1,1
1315,474,1,1
1315,475,1,1
1315,476,1,1
1315,477,1,1
1315,478,1,1
1315,479,1,1
1315,480,1,1
1315,490,1,1
1315,491,1,1
1316,319,1,1
1316,320,1,1
1316,321,1,1
1316,322,1,1
1316,348,1,1
1316,349,1,1
1316,350,1,1
1316,351,1,1
1316,359,1,1
1316,360,1,1
1316,361,1,1
1316,362,1,1
1316,363,1,1
1316,368,1,1
1316,369,1,1
1316,370,1,1
1316,371,1,1
1316,372,1,1
1316,373,1,1
1316,374,1,1
1316,398,1,1
1316,399,1,1
1316,400,1,1
1316,401,1,1
1316,402,1,1
1316,425,1,1
1316,426,1,1
1316,434,1,1
1316,435,1,1
1316,436,1,1
1316,437,1,1
1316,438,1,1
1316,439,1,1
1316,440,1,1
1316,441,1,1
1316,442,1,1
1316,443,1,1
1316,444,1,1
1316,445,1,1
1316,446,1,1
1316,447,1,1
1316,457,1,1
1316,470,1,1
1316,471,1,1
1316,472,1,1
1316,473,1,1
1316,474,1,1
1316,475,1,1
1316,476,1,1
1316,477,1,1
1316,478,1,1
1316,479,1,1
1316,480,1,1
1316,485,1,1
1317,318,1,1
1317,319,1,1
1317,320,1,1
1317,321,1,1
1317,322,1,1
1317,323,1,1
1317,324,1,1
1317,325,1,1
1317,349,1,1
1317,350,1,1
1317,351,1,1
1317,360,1,1
1317,361,1,1
1317,362,1,1
1317,363,1,1
1317,368,1,1
1317,369,1,1
1317,370,1,1
1317,371,1,1
1317,372,1,1
1317,373,1,1
1317,398,1,1
1317,399,1,1
1317,400,1,1
1317,401,1,1
1317,402,1,1
1317,425,1,1
1317,434,1,1
1317,435,1,1
1317,436,1,1
1317,437,1,1
1317,439,1,1
1317,440,1,1
1317,441,1,1
1317,442,1,1
1317,443,1,1
1317,444,1,1
1317,445,1,1
1317,446,1,1
1317,447,1,1
1317,456,1,1
1317,457,1,1
