pair_index,pair_id,fragment_index,time_utc,component_a,component_b,x_km,y_km,z_km,distance_km,topocentric_ra_a_deg,topocentric_dec_a_deg,topocentric_ra_b_deg,topocentric_dec_b_deg,altitude_a_deg,altitude_b_deg,disparity_arcsec,ge2arcsec,interval_min_distance_km,interval_max_distance_km,interval_max_unbounded,interval_upper_extent_state,interval_lower_closed,interval_upper_closed,deltat_source,deltat_uncertainty_qualification,published_reference_max_score_arcsec,height107m_max_score_arcsec
6859,43745|138397,1,1962-10-23T18:57:11+00:00,1,0,3488.8295650677696,-2218.2319780802486,5023.624311531549,6506.096069539675,338.15818699589835,-14.399144881665093,3.270749999999644,76.15543000000007,21.224592853210986,60.303415002028714,330516.38661762286,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.04037123650687471,58.28223940851562
6859,43745|138397,1,1962-10-23T18:57:11+00:00,0,0,3497.2049681035696,-2217.753345185997,5057.664148787317,6536.73000290975,338.7245071748392,-8.912175984921076,3.2707499999997616,76.15542999999994,26.58843650055273,60.30341500202877,310662.7242557957,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.03315386255374304,47.850522968378364
6860,43745|138398,1,1962-10-23T19:01:10+00:00,1,0,3513.7860462384087,-2193.595714067271,5023.35981674896,6510.967545921435,332.84316,-14.344469999999964,306.6620502989929,74.82112537787506,21.848382488823017,63.674648422336354,326364.46544712957,True,6510.967545921435,,False,UNRESOLVED,True,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.04652464261423506,14.481688234138346
6863,43745|138401,1,1962-10-23T18:57:11+00:00,0,0,3532.5694737914105,-2274.09586466608,5048.812282230218,6568.185788332498,333.2458361412748,-8.936485240309391,326.86526999999984,61.596959999999925,27.152374467047647,78.46017395462106,254556.83132738675,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.035338783144949946,4.09405956007568
6874,43818|138444,1,1962-12-01T19:06:24+00:00,0,1,4389.617718511666,400.3401889280649,6319.995683947496,7705.281398278554,351.5710299999992,61.86076999999964,331.2737256151124,75.42581711495053,78.26789768323425,60.635193411203616,54940.84341224138,True,7705.281398278554,,False,UNRESOLVED,True,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.0053607647473908554,3.481811824690756
6876,43818|138446,1,1962-12-01T19:06:24+00:00,0,1,5044.963876683843,303.22847966616973,7558.710165054563,9092.728269734267,351.5710299999965,61.86076999999996,344.2355205729504,69.1428798177823,78.26789768323302,67.75983892554625,28364.386370446755,True,9092.728269734267,,False,UNRESOLVED,True,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.002718268397604745,1.7654469139935598
6877,43818|138449,1,1962-12-01T19:31:42+00:00,0,1,5440.09265925398,631.1394193159067,8093.930381664624,9772.648266008406,351.07593930725295,59.03705069623142,344.88251000000093,64.71739999999942,76.3651708443263,68.7035405763934,22967.38173364872,True,9772.648266008406,,True,VERIFIED_UNBOUNDED,True,False,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.0022253373445822056,2.3414611184361696
6877,43818|138449,1,1962-12-01T19:31:42+00:00,1,1,6408.260014518943,458.3484308666084,9250.62143849863,11262.765055534574,350.65164999999473,56.17945000000077,346.843300662229,60.24869709465334,76.48921042641665,71.41865322194948,16326.29775609915,True,11262.765055534574,,True,VERIFIED_UNBOUNDED,True,False,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.0015711814043931672,1.8569033076941452
6880,43819|138492,1,1962-12-02T17:49:24.500000+00:00,0,1,4128.8039161367415,-786.5401481391418,5736.750153327535,7111.678388695902,350.20453,56.0631800000001,328.3699954967639,82.77893791614619,87.54006245171082,56.725264002190954,98461.37114912026,True,7111.678388695902,,False,UNRESOLVED,True,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.00900718517857405,0.8451529311086259
6882,43819|138494,1,1962-12-02T17:47:00+00:00,1,0,4329.007810481919,-861.7669505626579,6050.322626256858,7489.282661382945,350.2045299999999,56.06318000000004,343.354506430745,75.07075539217026,87.42776220504766,64.90317602634843,69074.52674132843,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.006205761515024833,0.8055898122713326
